Grau;Área;Emitir;Código;Descrição
3;Escrita;Tipos e finalidades dos textos;W.3.3.f;Em poemas, utilize palavras e frases que formem padrões sonoros (por exemplo, rimas, repetição de sons dentro de palavras ou versos) para criar significado ou efeito.
3;Escrita;Produção e distribuição de obras escritas;W.3.4;Produzir textos escritos cujo desenvolvimento e organização sejam adequados à tarefa, ao propósito e ao público-alvo. (As expectativas específicas para cada nível de escolaridade em relação aos tipos de escrita estão definidas nos padrões 1 a 3 acima.)
3;Escrita;Produção e distribuição de obras escritas;W.3.5;Desenvolver e aprimorar a escrita conforme necessário por meio de planejamento, revisão e edição.
3;Escrita;Produção e distribuição de obras escritas;W.3.5.a;Demonstrar domínio das convenções da língua inglesa padrão (conforme descrito nos Padrões de Linguagem 1 a 3 até o terceiro ano, inclusive).
3;Escrita;Produção e distribuição de obras escritas;W.3.5.b;Demonstrar a capacidade de escolher e usar vocabulário apropriado (conforme descrito nos Padrões de Linguagem 4 a 6 até o terceiro ano, inclusive).
3;Escrita;Produção e distribuição de obras escritas;W.3.6;Utilizar a tecnologia para produzir e publicar trabalhos escritos (usando habilidades de digitação), bem como para interagir e colaborar com outras pessoas.
3;Escrita;Pesquisa para construir e apresentar conhecimento;W.3.7;Realizar projetos de pesquisa de curta duração que gerem conhecimento sobre um tema.
3;Escrita;Pesquisa para construir e apresentar conhecimento;W.3.8;"Relembre informações de experiências ou reúna informações de fontes impressas e digitais; faça anotações breves sobre as fontes e classifique as evidências nas categorias fornecidas."
3;Escrita;Intervalo de escrita;W.3.10;Escrever rotineiramente por períodos prolongados (tempo para pesquisar, refletir e revisar) e por períodos mais curtos (uma única sessão ou um ou dois dias) para uma variedade de tarefas, propósitos e públicos específicos da disciplina.
3;Falar e ouvir;Compreensão e colaboração;SL.3.1;Participar ativamente de diversas discussões colaborativas (individuais, em grupo e conduzidas pelo professor) com colegas de diferentes níveis sobre temas e textos do terceiro ano, contribuindo com ideias a partir das dos outros e expressando as suas próprias com clareza.
3;Falar e ouvir;Compreensão e colaboração;SL.3.1.a;"Participe das discussões preparado, tendo lido ou estudado o material necessário; utilize explicitamente essa preparação e outras informações conhecidas sobre o tema para explorar as ideias em discussão. (Consulte o Padrão de Leitura de Literatura 1 do 3º ano e o Padrão de Leitura de Texto Informativo 1 para expectativas específicas sobre o uso de evidências textuais.)"
3;Falar e ouvir;Compreensão e colaboração;SL.3.1.b;Respeite as regras acordadas para as discussões (por exemplo, tome a palavra respeitosamente, ouça os outros com atenção, fale um de cada vez sobre os tópicos e textos em discussão).
3;Falar e ouvir;Compreensão e colaboração;SL.3.1.c;Faça perguntas para verificar se você entendeu as informações apresentadas, mantenha-se no assunto e relacione seus comentários aos comentários de outras pessoas.
3;Falar e ouvir;Compreensão e colaboração;SL.3.1.d;Explique suas próprias ideias e sua compreensão à luz da discussão.
3;Falar e ouvir;Compreensão e colaboração;SL.3.2;Identificar as ideias principais e os detalhes de apoio de um texto lido em voz alta ou de informações apresentadas em diversos meios e formatos, incluindo visuais, quantitativos e orais.
3;Falar e ouvir;Compreensão e colaboração;SL.3.3;Faça e responda perguntas sobre as informações apresentadas pelo palestrante, oferecendo explicações e detalhes apropriados.
3;Falar e ouvir;Apresentação de conhecimento e ideias;SL.3.4;"Apresentar um relatório sobre um tópico, texto ou a solução de um problema de matemática; contar uma história; ou relatar uma experiência com fatos apropriados e detalhes descritivos relevantes, falando com clareza, em um ritmo compreensível e usando vocabulário adequado. (Consulte os Padrões de Linguagem da 3ª série, 4 a 6, para expectativas específicas de vocabulário.)"
3;Falar e ouvir;Apresentação de conhecimento e ideias;SL.3.5;"Crie gravações de áudio envolventes de histórias ou poemas que demonstrem leitura fluente em um ritmo compreensível; adicione recursos visuais quando apropriado para enfatizar ou realçar certos fatos ou detalhes."
3;Falar e ouvir;Apresentação de conhecimento e ideias;SL.3.6;Use frases completas quando apropriado à tarefa e à situação para fornecer os detalhes ou esclarecimentos solicitados. (Consulte os padrões de linguagem do 3º, 1º e 3º ano para expectativas específicas.)
3;Linguagem;Convenções padrão do inglês;L.3.1;"Demonstrar domínio da gramática e das convenções de uso do inglês padrão na escrita e na fala; manter e aprimorar as habilidades linguísticas aprendidas nas séries anteriores. (Consulte o Padrão de Escrita 5 e o Padrão de Fala e Escuta 6 do 3º ano para fortalecer a escrita e as apresentações aplicando o conhecimento das convenções.)"
3;Linguagem;Convenções padrão do inglês;L.3.1.a;Estrutura e significado das frases: produção, expansão e reorganização de frases completas simples, compostas e complexas.
3;Linguagem;Convenções padrão do inglês;L.3.1.b;Estrutura e significado das frases: Garanta a concordância entre sujeito e verbo e entre pronome e antecedente. [Essas habilidades provavelmente exigirão atenção contínua nas séries mais avançadas, pois se aplicam a uma escrita e fala cada vez mais sofisticadas.]
3;Linguagem;Convenções padrão do inglês;L.3.1.c;Estrutura e significado das frases: Use verbos nos tempos presente, passado e futuro, escolhendo entre eles de acordo com o significado geral da frase.
3;Linguagem;Convenções padrão do inglês;L.3.1.d;Estrutura e significado das frases: Utilize conjunções coordenativas e subordinativas, escolhendo entre elas de acordo com o significado geral da frase.
3;Linguagem;Convenções padrão do inglês;L.3.1.e;Estrutura e significado das frases: Formar e usar adjetivos e advérbios comparativos e superlativos, e escolher entre eles dependendo do que se pretende modificar e do significado geral da frase.
3;Linguagem;Convenções padrão do inglês;L.3.1.f;Uso de palavras: Utilize substantivos abstratos.
3;Linguagem;Convenções padrão do inglês;L.3.1.g;Uso de palavras: Formação e uso de substantivos plurais regulares e irregulares e o pretérito de verbos irregulares frequentes.
3;Linguagem;Convenções padrão do inglês;L.3.2;Demonstre domínio das normas da língua inglesa, incluindo o uso de maiúsculas, pontuação e ortografia, ao escrever.
3;Linguagem;Convenções padrão do inglês;L.3.2.a;Escreva à mão de forma legível e fluente, usando letras de forma ou cursivas.
3;Linguagem;Convenções padrão do inglês;L.3.2.b;Nos títulos, utilize letras maiúsculas apenas nas palavras apropriadas.
3;Linguagem;Convenções padrão do inglês;L.3.2.c;Use vírgulas nos endereços.
3;Linguagem;Convenções padrão do inglês;L.3.2.d;Use vírgulas e aspas no diálogo.
3;Linguagem;Convenções padrão do inglês;L.3.2.e;Formação e uso de possessivos.
3;Linguagem;Convenções padrão do inglês;L.3.2.f;Use a ortografia convencional para palavras de alta frequência e outras palavras estudadas, e adicione sufixos às palavras-base (por exemplo, sentado, sorriu, chora, felicidade).
3;Linguagem;Convenções padrão do inglês;L.3.2.g;"Demonstrar compreensão de que os números usados no início de uma frase são escritos por extenso e em letras maiúsculas (ex.: ""Três pandas podiam ser vistos comendo folhas no alto da floresta de bambu"")."
3;Linguagem;Convenções padrão do inglês;L.3.2.h;Ao escrever palavras, utilize padrões ortográficos e generalizações (por exemplo, famílias de palavras, grafias baseadas na posição, padrões silábicos, regras de terminação, partes significativas das palavras).
3;Linguagem;Convenções padrão do inglês;L.3.2.i;Consulte materiais de referência, incluindo dicionários introdutórios, conforme necessário, para verificar e corrigir a ortografia.
3;Linguagem;Habilidades linguísticas;L.3.3;Utilize seu conhecimento da língua e suas convenções ao escrever, falar, ler ou ouvir.
3;Linguagem;Habilidades linguísticas;L.3.3.a;Escolha palavras e frases que criem efeito. [Essas habilidades provavelmente exigirão atenção contínua nas séries mais avançadas, pois se aplicam a uma escrita e fala cada vez mais sofisticadas.]
3;Linguagem;Habilidades linguísticas;L.3.3.b;Reconhecer e observar as diferenças entre as convenções do inglês padrão falado e escrito.
3;Linguagem;Aquisição e uso do vocabulário;L.3.4;Determinar ou esclarecer o significado de palavras e frases desconhecidas ou com múltiplos significados, de acordo com o nível de leitura e o conteúdo do terceiro ano, escolhendo com flexibilidade entre uma variedade de estratégias.
3;Linguagem;Aquisição e uso do vocabulário;L.3.4.a;Use o contexto da frase como uma pista para o significado de uma palavra ou expressão.
3;Linguagem;Aquisição e uso do vocabulário;L.3.4.b;Determine o significado da nova palavra que se forma quando um afixo conhecido é adicionado a uma palavra conhecida (por exemplo, agradável/desagradável, confortável/desconfortável, cuidadoso/descuidado, calor/pré-aquecimento).
3;Linguagem;Aquisição e uso do vocabulário;L.3.4.c;Use uma raiz conhecida como pista para o significado de uma palavra desconhecida com a mesma raiz (por exemplo, empresa, parceiro).
3;Linguagem;Aquisição e uso do vocabulário;L.3.4.d;Utilize glossários ou dicionários básicos, tanto impressos quanto digitais, para determinar ou esclarecer o significado preciso de palavras e expressões-chave.
3;Linguagem;Aquisição e uso do vocabulário;L.3.4.e;Reconhecer e usar adequadamente abreviações relacionadas ao conteúdo do nível escolar ou comuns no dia a dia (por exemplo, N, S, L, O em um mapa).
3;Linguagem;Aquisição e uso do vocabulário;L.3.4.f;Reconhecer e usar adequadamente símbolos relacionados ao conteúdo do nível de escolaridade ou comumente usados no dia a dia (por exemplo, < e >).
3;Linguagem;Aquisição e uso do vocabulário;L.3.5;Demonstrar compreensão das relações entre as palavras e das nuances de seus significados.
3;Linguagem;Aquisição e uso do vocabulário;L.3.5.a;Diferenciar entre os significados literais e não literais de palavras e frases em contexto (por exemplo, tirar medidas).
3;Linguagem;Aquisição e uso do vocabulário;L.3.5.b;Identificar conexões da vida real entre palavras e seu uso (por exemplo, descrever pessoas que são amigáveis ou prestativas).
3;Linguagem;Aquisição e uso do vocabulário;L.3.5.c;Distinguir nuances de significado entre palavras relacionadas que descrevem estados mentais ou graus de certeza (por exemplo, sabia, acreditava, suspeitava, ouviu, imaginava).
3;Linguagem;Aquisição e uso do vocabulário;L.3.6;"Adquirir e usar com precisão palavras e frases apropriadas para o nível de escolaridade, tanto em contextos conversacionais quanto em termos acadêmicos gerais e específicos da área, incluindo aquelas que indicam relações espaciais e temporais. (Consulte o Padrão 4 de Leitura de Literatura do 3º ano e o Padrão 4 de Leitura Informativa do 3º ano para aplicar o conhecimento de vocabulário à leitura; consulte o Padrão 5 de Escrita do 3º ano e o Padrão 4 de Expressão Oral e Escuta do 3º ano para aprimorar a escrita e as apresentações por meio da aplicação do conhecimento de vocabulário.)"
4;Ler literatura;Ideias e detalhes principais;RL.4.1;Consulte detalhes e exemplos presentes no texto ao explicar o que ele diz explicitamente e ao tirar conclusões a partir dele.
4;Ler literatura;Ideias e detalhes principais;RL.4.2;"Determine o tema de uma história, peça teatral ou poema com base nos detalhes do texto; resuma o texto."
4;Ler literatura;Ideias e detalhes principais;RL.4.3;Descreva detalhadamente um personagem, cenário ou evento em uma história ou peça teatral, com base em detalhes específicos do texto (por exemplo, os pensamentos, palavras ou ações de um personagem).
4;Ler literatura;Artesanato e estrutura;RL.4.4;"Determine o significado de palavras e frases usadas em um texto, incluindo aquelas que se referem a figuras importantes da mitologia (por exemplo, Hércules); explique como a linguagem figurada (por exemplo, símile, metáfora) enriquece um texto. (Consulte os Padrões de Linguagem da 4ª série, 4-6, sobre a aplicação de vocabulário à leitura.)"
4;Ler literatura;Artesanato e estrutura;RL.4.5;"Explique as principais diferenças entre prosa, poesia e drama, e mencione os elementos estruturais de cada um (por exemplo, parágrafos e capítulos na prosa; estrofes e versos na poesia; cenas, rubricas e elenco de personagens no drama) ao escrever ou falar sobre um texto."
4;Ler literatura;Artesanato e estrutura;RL.4.6;Compare e contraste o ponto de vista a partir do qual diferentes histórias são contadas, incluindo a diferença entre narrativas em primeira e terceira pessoa.
4;Ler literatura;Integração de conhecimento e ideias;RL.4.7;Estabeleça conexões entre uma história escrita ou uma peça teatral e sua apresentação visual ou oral, identificando onde cada versão reflete descrições e instruções específicas do texto escrito.
4;Ler literatura;Integração de conhecimento e ideias;RL.4.8;(Não aplicável. Para expectativas em relação às mensagens ou lições principais das histórias, consulte o Padrão de Leitura Literária 2.)
4;Ler literatura;Integração de conhecimento e ideias;RL.4.9;Compare e contraste o tratamento de temas e tópicos semelhantes (por exemplo, a oposição entre o bem e o mal) e padrões de eventos (por exemplo, a jornada) em histórias, mitos e literatura tradicional de diferentes culturas.
4;Ler literatura;Alcance de leitura e complexidade do texto;RL.4.10;Ler e compreender, de forma independente e competente, textos literários que representam uma variedade de gêneros, culturas e perspectivas e que apresentem, no mínimo, um nível de complexidade equivalente ao quarto ano do ensino fundamental. Consultar as informações sobre as dimensões qualitativas e quantitativas da complexidade textual.
4;Leitura de um texto informativo;Ideias e detalhes principais;RI.4.1;Consulte detalhes e exemplos presentes no texto ao explicar o que ele diz explicitamente e ao tirar conclusões a partir dele.
4;Leitura de um texto informativo;Ideias e detalhes principais;RI.4.2;"Determine a ideia principal de um texto e explique como ela é sustentada por detalhes essenciais; resuma o texto."
4;Leitura de um texto informativo;Ideias e detalhes principais;RI.4.3;Explicar eventos, procedimentos, ideias ou conceitos em um texto histórico, científico, matemático ou técnico, incluindo o que aconteceu e porquê, com base em informações específicas do texto.
4;Leitura de um texto informativo;Artesanato e estrutura;RI.4.4;Determine o significado de palavras ou frases acadêmicas gerais e específicas de um domínio em um texto relevante para um tópico ou área de assunto do 4º ano. (Consulte os Padrões de Linguagem do 4º ano, 4-6, em relação à aplicação do vocabulário à leitura.)
4;Leitura de um texto informativo;Artesanato e estrutura;RI.4.5;Descreva a estrutura geral (por exemplo, cronologia, comparação, causa/efeito, problema/solução) de eventos, ideias, conceitos ou informações em um texto ou parte de um texto.
4;Leitura de um texto informativo;Artesanato e estrutura;RI.4.6;"Compare e contraste um relato em primeira mão com um relato em segunda mão do mesmo evento ou tópico; descreva as diferenças na abordagem e nas informações fornecidas."
4;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.4.7;Interpretar informações apresentadas visualmente, oralmente ou quantitativamente (por exemplo, em gráficos, diagramas, linhas do tempo, animações ou elementos interativos em páginas da web) e explicar como as informações contribuem para a compreensão do texto em que aparecem.
4;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.4.8;Explique como um autor utiliza argumentos e evidências para sustentar pontos específicos em um texto.
4;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.4.9;Integrar informações de dois textos sobre o mesmo tema para poder escrever ou falar sobre o assunto com conhecimento de causa.
4;Leitura de um texto informativo;Alcance de leitura e complexidade do texto;RI.4.10;Ler e compreender, de forma independente e competente, textos informativos, incluindo textos de história/estudos sociais, ciências, matemática e textos técnicos, em um nível de complexidade apropriado para, pelo menos, o quarto ano do ensino fundamental. (Veja mais informações sobre as dimensões qualitativas e quantitativas da complexidade textual.)
4;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.4.3;Conhecer e aplicar habilidades de fonética e análise de palavras adequadas ao nível escolar para decodificar palavras.
4;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.4.3.a;Utilize o conhecimento combinado de todas as correspondências entre letras e sons, padrões de silabificação e morfologia (por exemplo, raízes e afixos) para ler com precisão palavras multissilábicas desconhecidas, dentro e fora de contexto.
4;Habilidades fundamentais de leitura;Fluência;RF.4.4;Leia com precisão e fluência suficientes para facilitar a compreensão.
4;Habilidades fundamentais de leitura;Fluência;RF.4.4.a;Leia textos adequados ao seu nível de escolaridade com propósito e compreensão.
4;Habilidades fundamentais de leitura;Fluência;RF.4.4.b;Ler prosa e poesia adequadas ao nível de escolaridade em voz alta, com precisão, ritmo apropriado e expressividade, em leituras sucessivas.
4;Habilidades fundamentais de leitura;Fluência;RF.4.4.c;Utilize o contexto para confirmar ou autocorrigir o reconhecimento e a compreensão das palavras, relendo conforme necessário.
4;Escrita;Tipos e finalidades dos textos;W.4.1;Escreva artigos de opinião sobre temas ou textos, defendendo um ponto de vista com argumentos e informações.
4;Escrita;Tipos e finalidades dos textos;W.4.1.a;Apresente um tópico ou texto de forma clara, expresse uma opinião e crie uma estrutura organizacional na qual as ideias relacionadas sejam agrupadas em parágrafos e seções para sustentar o propósito do autor.
4;Escrita;Tipos e finalidades dos textos;W.4.1.b;Apresente razões apoiadas por fatos e detalhes.
4;Escrita;Tipos e finalidades dos textos;W.4.1.c;Conecte opiniões e razões usando palavras e frases (por exemplo, pois, além disso).
4;Escrita;Tipos e finalidades dos textos;W.4.1.d;Apresente uma declaração final ou uma seção relacionada à opinião apresentada.
4;Escrita;Tipos e finalidades dos textos;W.4.2;Escreva textos informativos/explicativos para examinar um tópico e transmitir ideias e informações com clareza.
4;Escrita;Tipos e finalidades dos textos;W.4.2.a;"Apresente um tópico de forma clara e agrupe as informações relacionadas em parágrafos e seções; inclua recursos textuais (como títulos), ilustrações e multimídia quando forem úteis para facilitar a compreensão."
4;Escrita;Tipos e finalidades dos textos;W.4.2.b;Desenvolva o tema com fatos, definições, detalhes concretos, citações ou outras informações e exemplos relacionados ao assunto.
4;Escrita;Tipos e finalidades dos textos;W.4.2.c;Conecte ideias dentro de categorias de informação usando palavras e frases (por exemplo, outro, por exemplo, também, porque).
4;Escrita;Tipos e finalidades dos textos;W.4.2.d;Utilize linguagem precisa e vocabulário específico da área para informar ou explicar o tópico.
4;Escrita;Tipos e finalidades dos textos;W.4.2.e;Apresente uma declaração ou seção final relacionada às informações ou explicações apresentadas.
4;Escrita;Tipos e finalidades dos textos;W.4.3;Escreva narrativas em prosa ou poesia para desenvolver experiências ou eventos, utilizando técnicas literárias eficazes, detalhes descritivos e sequências claras.
4;Escrita;Tipos e finalidades dos textos;W.4.3.a;"Guie o leitor estabelecendo uma situação e apresentando um orador, narrador e/ou personagens; organize uma sequência narrativa apropriada."
4;Escrita;Tipos e finalidades dos textos;W.4.3.b;Utilize diálogos e descrições para desenvolver experiências ou eventos, ou para mostrar reações a situações.
4;Escrita;Tipos e finalidades dos textos;W.4.3.c;Utilize uma variedade de palavras e frases de transição para gerenciar a sequência.
4;Escrita;Tipos e finalidades dos textos;W.4.3.d;Use palavras e frases concretas, linguagem figurada como símiles e metáforas, e detalhes sensoriais para transmitir experiências ou eventos com precisão.
4;Escrita;Tipos e finalidades dos textos;W.4.3.e;Para proporcionar uma sensação de conclusão adequada às experiências ou eventos narrados.
4;Escrita;Tipos e finalidades dos textos;W.4.3.f;Para poemas, utilize padrões sonoros (por exemplo, rima, ritmo, aliteração, consonância) e padrões visuais (por exemplo, extensão dos versos, agrupamento de versos em estrofes ou estrofes) para criar obras que sejam claramente distintas das narrativas em prosa. (Ver Padrão 5 de Leitura de Literatura do 4º ano.)
4;Escrita;Produção e distribuição de obras escritas;W.4.4;"Produza textos claros e coerentes, cujo desenvolvimento e organização sejam adequados à tarefa, ao propósito e ao público-alvo. (As expectativas específicas para cada nível de escolaridade em relação aos tipos de escrita estão definidas nos padrões 1 a 3, na seção ""Escrita: Tipos e Propósitos de Textos"" do 4º ano.)"
4;Escrita;Produção e distribuição de obras escritas;W.4.5;Desenvolver e aprimorar a escrita conforme necessário por meio de planejamento, revisão e edição.
4;Escrita;Produção e distribuição de obras escritas;W.4.5.a;Demonstrar domínio das convenções padrão da língua inglesa (conforme descrito nos Padrões de Linguagem 1 a 3 até o 4º ano, inclusive).
4;Escrita;Produção e distribuição de obras escritas;W.4.5.b;Demonstrar a capacidade de usar vocabulário acadêmico geral e específico da área de forma apropriada (conforme descrito nos Padrões de Linguagem 4 a 6 até o 4º ano, inclusive).
4;Escrita;Produção e distribuição de obras escritas;W.4.6;"Utilizar a tecnologia, incluindo as plataformas de comunicação online atuais, para produzir e publicar textos, bem como para interagir e colaborar com outras pessoas; demonstrar domínio suficiente das habilidades de digitação para digitar no mínimo uma página em uma única sessão."
4;Escrita;Pesquisa para construir e apresentar conhecimento;W.4.7;Realizar projetos de pesquisa de curta duração que gerem conhecimento através da investigação de diferentes aspectos de um tema.
4;Escrita;Pesquisa para construir e apresentar conhecimento;W.4.8;"Relembre informações relevantes de experiências ou reúna informações relevantes de fontes impressas e digitais; faça anotações, categorize as informações e forneça uma lista das fontes."
4;Escrita;Pesquisa para construir e apresentar conhecimento;W.4.9;Extrair evidências de textos literários ou informativos para fundamentar análises escritas, reflexões e pesquisas, aplicando um ou mais padrões do 4º ano para leitura de literatura ou leitura de textos informativos, conforme necessário.
4;Escrita;Intervalo de escrita;W.4.10;Escrever rotineiramente por períodos prolongados (tempo para pesquisar, refletir e revisar) e por períodos mais curtos (uma única sessão ou um ou dois dias) para uma variedade de tarefas, propósitos e públicos específicos da disciplina.
4;Falar e ouvir;Compreensão e colaboração;SL.4.1;Participar ativamente de diversas discussões colaborativas (individuais, em grupo e conduzidas pelo professor) com colegas de diferentes níveis sobre temas e textos do quarto ano, contribuindo com ideias a partir das dos outros e expressando as suas próprias com clareza.
4;Falar e ouvir;Compreensão e colaboração;SL.4.1.a;"Compareça às discussões preparado, tendo lido ou estudado o material necessário; utilize explicitamente essa preparação e outras informações conhecidas sobre o tema para explorar as ideias em discussão. (Consulte o Padrão de Leitura Literária 1 do 4º ano e o Padrão de Leitura Informativa 1 do 4º ano para expectativas específicas sobre o uso de evidências textuais.)"
4;Falar e ouvir;Compreensão e colaboração;SL.4.1.b;Respeite as regras acordadas para as discussões e desempenhe as funções atribuídas.
4;Falar e ouvir;Compreensão e colaboração;SL.4.1.c;Faça e responda perguntas específicas para esclarecer ou complementar informações e faça comentários que contribuam para a discussão e que façam referência aos comentários de outros participantes.
4;Falar e ouvir;Compreensão e colaboração;SL.4.1.d;Analise as ideias principais expressas e explique suas próprias ideias e compreensão à luz da discussão.
4;Falar e ouvir;Compreensão e colaboração;SL.4.2;Parafrasear partes de um texto escrito lido em voz alta ou informações apresentadas em diversos meios e formatos, incluindo visual, quantitativo e oral.
4;Falar e ouvir;Compreensão e colaboração;SL.4.3;Identifique as razões e as evidências que um orador apresenta para sustentar determinados pontos.
4;Falar e ouvir;Apresentação de conhecimento e ideias;SL.4.4;"Apresentar um relatório sobre um tópico, texto, procedimento ou solução para um problema de matemática; contar uma história ou relatar uma experiência de forma organizada, utilizando fatos apropriados e detalhes descritivos relevantes para apoiar as ideias ou temas principais; falar com clareza, em um ritmo compreensível e usar vocabulário apropriado (consulte os Padrões de Linguagem da 4ª Série, itens 4 a 6, para expectativas específicas de vocabulário)."
4;Falar e ouvir;Apresentação de conhecimento e ideias;SL.4.5;Adicione gravações de áudio e apresentações visuais às apresentações quando apropriado para aprimorar o desenvolvimento das ideias ou temas principais.
4;Falar e ouvir;Apresentação de conhecimento e ideias;SL.4.6;"Diferencie entre contextos que exigem inglês formal (por exemplo, apresentar resultados de pesquisa) e situações em que a linguagem informal é apropriada (por exemplo, uma discussão em grupo pequeno); use o inglês formal quando apropriado para a tarefa e a situação. (Consulte os Padrões de Linguagem 1 e 3 do 4º ano para expectativas específicas.)"
4;Linguagem;Convenções padrão do inglês;L.4.1;"Demonstrar domínio da gramática e das convenções de uso do inglês padrão na escrita e na fala; manter e aprimorar as habilidades linguísticas aprendidas nas séries anteriores. (Consulte o Padrão de Escrita 5 e o Padrão de Fala e Escuta 6 da 4ª série para fortalecer a escrita e as apresentações aplicando o conhecimento das convenções.)"
4;Linguagem;Convenções padrão do inglês;L.4.1.a;Estrutura e significado das frases: Produzir frases completas, utilizando o conhecimento do sujeito e do predicado para reconhecer e corrigir fragmentos e frases contínuas inadequadas. [Essas habilidades provavelmente exigirão atenção contínua nas séries mais avançadas, à medida que se aplicam a uma escrita e fala cada vez mais sofisticadas.]
4;Linguagem;Convenções padrão do inglês;L.4.1.b;Estrutura e significado das frases: Use corretamente palavras que são frequentemente confundidas (por exemplo, lá, seu/sua).
4;Linguagem;Convenções padrão do inglês;L.4.1.c;Estrutura e significado das frases: Utilize verbos auxiliares (por exemplo, can, may, might, should) para expressar diversas condições de possibilidade, probabilidade, obrigação ou permissão, escolhendo o verbo auxiliar de acordo com o significado.
4;Linguagem;Convenções padrão do inglês;L.4.1.d;Estrutura e significado das frases: Utilize pronomes relativos e advérbios relativos para adicionar mais informações sobre um substantivo ou verbo usado na frase.
4;Linguagem;Convenções padrão do inglês;L.4.1.e;Estrutura e significado das frases: Forme e utilize locuções prepositivas em frases para adicionar mais informações sobre qualidades como localização, tempo, agente e direção.
4;Linguagem;Convenções padrão do inglês;L.4.1.f;Uso de palavras: Formação e utilização de tempos verbais progressivos.
4;Linguagem;Convenções padrão do inglês;L.4.2;Demonstre domínio das normas da língua inglesa, incluindo o uso de maiúsculas, pontuação e ortografia, ao escrever.
4;Linguagem;Convenções padrão do inglês;L.4.2.a;"Escreva à mão de forma legível e fluente, usando letra de forma ou cursiva; escreva seu nome e assinatura em cursiva."
4;Linguagem;Convenções padrão do inglês;L.4.2.b;Use as letras maiúsculas corretas.
4;Linguagem;Convenções padrão do inglês;L.4.2.c;Use vírgulas e aspas para marcar o discurso direto e as citações em um texto.
4;Linguagem;Convenções padrão do inglês;L.4.2.d;Use uma vírgula antes de uma conjunção coordenativa em uma frase composta.
4;Linguagem;Convenções padrão do inglês;L.4.2.e;Escreva corretamente as palavras apropriadas para o nível de escolaridade, consultando as referências quando necessário.
4;Linguagem;Habilidades linguísticas;L.4.3;Utilize seu conhecimento da língua e suas convenções ao escrever, falar, ler ou ouvir.
4;Linguagem;Habilidades linguísticas;L.4.3.a;Escolha palavras e frases para transmitir ideias com precisão. [Essas habilidades provavelmente exigirão atenção contínua nas séries mais avançadas, pois se aplicam a uma escrita e fala cada vez mais sofisticadas.]
4;Linguagem;Habilidades linguísticas;L.4.3.b;Escolha a pontuação para alcançar o efeito desejado.
4;Linguagem;Habilidades linguísticas;L.4.3.c;Diferencie entre contextos que exigem inglês formal (por exemplo, apresentar ideias) e situações em que a linguagem informal é apropriada (por exemplo, uma discussão em pequenos grupos).
4;Linguagem;Aquisição e uso do vocabulário;L.4.4;Determinar ou esclarecer o significado de palavras e frases desconhecidas ou com múltiplos significados, de acordo com o nível de leitura e o conteúdo do quarto ano, escolhendo com flexibilidade entre uma variedade de estratégias.
4;Linguagem;Aquisição e uso do vocabulário;L.4.4.a;Utilize o contexto (por exemplo, definições, exemplos ou reformulações no texto) como uma pista para o significado de uma palavra ou frase.
4;Linguagem;Aquisição e uso do vocabulário;L.4.4.b;Utilize afixos e radicais gregos e latinos comuns e adequados ao nível de escolaridade como pistas para o significado de uma palavra (por exemplo, telégrafo, fotografia, autógrafo).
4;Linguagem;Aquisição e uso do vocabulário;L.4.4.c;Consulte materiais de referência (por exemplo, dicionários, glossários, tesauros), tanto impressos quanto digitais, para encontrar a pronúncia e determinar ou esclarecer o significado preciso de palavras e frases-chave.
4;Linguagem;Aquisição e uso do vocabulário;L.4.4.d;Reconhecer e usar adequadamente abreviações relacionadas ao conteúdo do nível escolar ou comuns no dia a dia (por exemplo, hora, minuto, segundo).
4;Linguagem;Aquisição e uso do vocabulário;L.4.4.e;Reconhecer e usar adequadamente símbolos relacionados ao conteúdo do nível escolar ou comuns no dia a dia (por exemplo, &, #, *).
4;Linguagem;Aquisição e uso do vocabulário;L.4.5;Demonstrar compreensão da linguagem figurada, das relações entre as palavras e das nuances de significado das palavras.
4;Linguagem;Aquisição e uso do vocabulário;L.4.5.a;"Explique o significado de comparações e metáforas simples (por exemplo, ""tão bonito quanto uma pintura"") em contexto."
4;Linguagem;Aquisição e uso do vocabulário;L.4.5.b;Reconhecer e explicar o significado de expressões idiomáticas, ditados populares e provérbios comuns.
4;Linguagem;Aquisição e uso do vocabulário;L.4.5.c;Demonstrar compreensão das palavras relacionando-as aos seus opostos (antônimos) e a palavras com significados semelhantes, mas não idênticos (sinônimos).
