Grau;Área;Emitir;Código;Descrição
4;Ciências físicas;Ondas e suas aplicações em tecnologias de transferência de informação;4.PS.4.2;Desenvolva um modelo que descreva como a luz deve refletir em um objeto e entrar no olho para que ele se torne visível. Limitação da avaliação do estado: Não se espera que a avaliação do estado inclua cores específicas refletidas e vistas, os mecanismos celulares da visão, os ângulos de incidência e reflexão ou a função da retina.
4;Ciências físicas;Ondas e suas aplicações em tecnologias de transferência de informação;4.PS.4.3;Desenvolva e compare várias maneiras de transferir informações por meio da codificação, envio, recebimento e decodificação de um padrão.* Declaração explicativa: Exemplos de soluções podem incluir tambores enviando informações codificadas por meio de ondas sonoras, usando uma grade de 1s e 0s representando preto e branco para enviar informações sobre uma imagem e usando o código Morse para enviar texto.
4;Tecnologia/Engenharia;projeto de engenharia;4.ETS.1.3;Planejar e conduzir testes de uma ou mais características de projeto de um determinado modelo ou protótipo, controlando variáveis e considerando pontos de falha para identificar características que precisam ser aprimoradas. Aplicar os resultados dos testes para redesenhar um modelo ou protótipo.* Esclarecimento: Exemplos de características de projeto incluem materiais, tamanho, forma e peso.
4;Tecnologia/Engenharia;projeto de engenharia;4.ETS.1.5;Avalie as características de projeto relevantes que devem ser consideradas ao construir um modelo ou protótipo de uma solução para um determinado problema de projeto.*
5;Ciências da Terra e do Espaço;O lugar da Terra no universo;5.ESS.1.1;Utilize observações diretas e por múltiplos métodos para argumentar que o Sol é uma estrela que parece maior e mais brilhante do que outras devido à sua proximidade com a Terra. Limitação da avaliação estadual: Outros fatores que afetam o brilho aparente (como massa estelar, idade ou estágio) não são considerados na avaliação estadual.
5;Ciências da Terra e do Espaço;O lugar da Terra no universo;5.ESS.1.2;"Utilize um modelo para explicar a relação da Terra com o Sol, a Lua e outras estrelas, que explique (a) por que as pessoas na Terra vivenciam o dia e a noite, (b) os padrões nas mudanças diárias no comprimento e na direção das sombras ao longo do dia e (c) as mudanças nas posições aparentes do Sol, da Lua e das estrelas em diferentes horários do dia, ao longo de um mês e ao longo de um ano. Esclarecimento: Os modelos devem ilustrar que a Terra, o Sol e a Lua são esferas; incluir a órbita da Terra ao redor do Sol e a órbita da Lua ao redor da Terra; e demonstrar a rotação da Terra em torno de seu eixo. Limitação da Avaliação Estadual: As causas das fases lunares ou das estações do ano e o uso da inclinação da Terra não são esperados na avaliação estadual."
5;Ciências da Terra e do Espaço;Sistemas da Terra;5.ESS.2.1;Utilize um modelo para descrever o ciclo da água em uma bacia hidrográfica, considerando evaporação, precipitação, absorção, escoamento superficial e condensação. Limitação da avaliação estadual: Não se espera que a avaliação estadual inclua transpiração ou explicações dos mecanismos que impulsionam o ciclo.
5;Ciências da Terra e do Espaço;Sistemas da Terra;5.ESS.2.2;"Descreva e represente graficamente as quantidades relativas de água salgada no oceano; água doce em lagos, rios e águas subterrâneas; e água doce congelada em geleiras e calotas polares para fornecer evidências sobre a disponibilidade de água doce na biosfera terrestre. Limitação da avaliação estadual: Não se espera que a atmosfera seja incluída na avaliação estadual."
5;Ciências da Terra e do Espaço;A Terra e a atividade humana;5.ESS.3.1;Obter e combinar informações sobre como as comunidades reduzem o impacto humano nos recursos e no meio ambiente da Terra, modificando práticas ou processos agrícolas, industriais ou comunitários. Esclarecimento: Exemplos de práticas ou processos modificados incluem tratamento de águas residuais, redução da quantidade de materiais utilizados, captura de emissões poluentes de fábricas ou usinas de energia e prevenção do escoamento superficial de atividades agrícolas. Escopo da Avaliação Estadual: Não se espera que a avaliação estadual inclua aspectos de mudanças climáticas ou de ciências sociais relacionados a práticas, como regulamentação ou políticas.
5;Ciências da Terra e do Espaço;A Terra e a atividade humana;5.ESS.3.2;Teste um sistema simples projetado para filtrar partículas da água e proponha uma alteração de projeto para melhorá-lo.*
5;Ciências da vida;Das moléculas aos organismos: estruturas e processos;5.LS.1.1;Formule questões passíveis de avaliação sobre o processo pelo qual as plantas utilizam ar, água e energia solar para produzir açúcares e os materiais vegetais necessários ao seu crescimento e reprodução. Limitação da avaliação estadual: Não se espera que a avaliação estadual inclua a fórmula química ou detalhes moleculares do processo de fotossíntese.
5;Ciências da vida;Ecossistemas: interações, energia e dinâmica;5.LS.2.1;Desenvolva um modelo para descrever o movimento da matéria entre produtores, consumidores, decompositores e o ar, a água e o solo no ambiente para (a) demonstrar que as plantas produzem açúcares e materiais vegetais, (b) demonstrar que os animais podem se alimentar de plantas ou outros animais e (c) demonstrar que alguns organismos, incluindo fungos e bactérias, decompõem organismos mortos e reciclam alguns materiais de volta para o ar e o solo. Esclarecimento: A ênfase é colocada no movimento da matéria através do ecossistema. Limites da avaliação estadual: Explicações moleculares e distinções entre consumidores primários, secundários e terciários não são esperadas na avaliação estadual.
5;Ciências da vida;Ecossistemas: interações, energia e dinâmica;5.LS.2.2;Compare pelo menos dois modelos de composteira para determinar qual tem maior probabilidade de promover a decomposição dos materiais.* Esclarecimento: As medições ou evidências de decomposição devem ser baseadas em descrições ou comparações qualitativas.
5;Ciências físicas;Matéria e suas interações;5.PS.1.1;Utilize um modelo de partículas da matéria para explicar fenômenos comuns relacionados a gases e mudanças de fase entre gás e líquido, e entre líquido e sólido. Esclarecimento: Fenômenos comuns que o modelo deve ser capaz de descrever incluem adicionar ar para inflar um balão, comprimir ar em uma seringa e evaporar água de uma solução salina. Escopo da avaliação: Não se espera que a avaliação inclua mecanismos de evaporação e condensação em escala atômica ou a definição de partículas invisíveis.
5;Ciências físicas;Matéria e suas interações;5.PS.1.2;Meça e registre graficamente os pesos (massas) das substâncias antes e depois de uma reação ou mudança de fase para demonstrar que, independentemente do tipo de mudança que ocorre quando as substâncias são aquecidas, resfriadas ou combinadas, o peso (massa) total da matéria é conservado. Observação: Considere que as reações que produzem gás ocorrem em um sistema fechado. Limite de avaliação estadual: Não se espera distinção entre massa e peso na avaliação estadual.
5;Ciências físicas;Matéria e suas interações;5.PS.1.3;Realizar observações e medições de substâncias para descrever suas propriedades características, como cor, dureza, refletividade, condutividade elétrica, condutividade térmica, resposta a forças magnéticas e solubilidade. Esclarecimentos: A ênfase é colocada na descrição de como cada substância possui um conjunto único de propriedades. Exemplos de substâncias podem incluir bicarbonato de sódio e outros pós, metais, minerais e líquidos. Escopo da Avaliação Estadual: Não se espera que a avaliação estadual inclua densidade, distinção entre massa e peso, ou testes ou procedimentos específicos.
5;Ciências físicas;Matéria e suas interações;5.PS.1.4;Realizar um experimento para determinar se a mistura de duas ou mais substâncias resulta em novas substâncias com novas propriedades (uma reação química) ou não (uma mistura).
5;Ciências físicas;Movimento e estabilidade: forças e interações;5.PS.2.1;Fundamente um argumento com evidências de que a força gravitacional exercida pela Terra sobre os objetos é direcionada para o seu centro. Limitação da avaliação estadual: Representações matemáticas da força gravitacional não são esperadas na avaliação estadual.
5;Ciências físicas;Energia;5.PS.3.1;Utilize um modelo para descrever como os animais digerem alimentos que (a) contêm energia proveniente do sol e (b) fornecem energia e nutrientes para processos vitais, como reparo corporal, crescimento, movimento, aquecimento corporal e reprodução. Observação: Exemplos de modelos podem incluir diagramas e fluxogramas. Limites da avaliação do estado: Não se espera que a avaliação do estado inclua detalhes sobre respiração celular, ATP ou detalhes moleculares dos processos de fotossíntese ou respiração.
5;Tecnologia/Engenharia;Sistemas tecnológicos;5.ETS.3.1;Utilize um texto informativo para fornecer exemplos de melhorias em tecnologias existentes (inovações) e do desenvolvimento de novas tecnologias (invenções). Reconheça que tecnologia é qualquer modificação do mundo natural ou artificial para atender às necessidades ou desejos humanos.
5;Tecnologia/Engenharia;Sistemas tecnológicos;5.ETS.3.2;Utilize esboços ou desenhos para mostrar como cada parte de um produto ou dispositivo se relaciona com as outras partes do mesmo produto ou dispositivo.*
6;Ciências da Terra e do Espaço;O lugar da Terra no universo;6.ESS.1.1;Desenvolva e utilize um modelo do sistema Terra-Sol-Lua para explicar as causas das fases da Lua e dos eclipses solares e lunares. Observação: Os exemplos de modelos podem ser físicos, gráficos ou conceituais e devem enfatizar as posições e distâncias relativas.
6;Ciências da Terra e do Espaço;O lugar da Terra no universo;6.ESS.1.4;Analisar e interpretar camadas rochosas e fósseis indicadores para determinar as idades relativas das formações rochosas resultantes de processos que ocorreram ao longo de extensos períodos de tempo. Esclarecimentos: A análise inclui leis de superposição e relações transversais limitadas a falhas de deslocamento menores que alteram as camadas. Os processos que ocorrem ao longo de extensos períodos de tempo incluem mudanças nos tipos de rocha devido ao intemperismo, erosão, calor e pressão. Limitação da Avaliação Estadual: A avaliação estadual não prevê a inclusão de sequências de estratos rearranjadas ou invertidas, nomes de períodos ou épocas específicos e eventos dentro deles, ou a identificação e nomenclatura de minerais ou tipos de rocha.
6;Ciências da Terra e do Espaço;O lugar da Terra no universo;6.ESS.1.5;Utilize representações visuais para ilustrar que a Terra e seu sistema solar são apenas um dos muitos componentes da Via Láctea, uma das bilhões de galáxias do universo. Observação: As representações visuais podem incluir mapas, diagramas, gráficos e tabelas de dados.
6;Ciências da Terra e do Espaço;Sistemas da Terra;6.ESS.2.3;Analisar e interpretar mapas que mostram a distribuição de fósseis e rochas, formas de relevo continental e estruturas do fundo oceânico para demonstrar que as placas tectônicas se deslocaram por grandes distâncias, colidiram e se separaram. Esclarecimento: Os mapas podem mostrar semelhanças entre tipos de rochas e fósseis em diferentes continentes, as formas dos continentes (incluindo as plataformas continentais) e a localização de estruturas oceânicas (como dorsais meso-oceânicas, zonas de fratura e fossas oceânicas), semelhantes às imagens de Wegener. Escopo da avaliação do estado da Terra: Não se espera que a avaliação do estado da Terra inclua os mecanismos de movimento das placas ou anomalias paleomagnéticas na crosta oceânica e continental.
6;Ciências da vida;Das moléculas aos organismos: estruturas e processos;6.LS.1.1;Apresente evidências de que todos os organismos (unicelulares e multicelulares) são compostos por células. Observação: Evidências podem ser obtidas de diversos tipos de organismos, como plantas, animais e bactérias.
6;Ciências da vida;Das moléculas aos organismos: estruturas e processos;6.LS.1.2;"Desenvolva e utilize um modelo para descrever como as partes das células contribuem para as funções celulares de obtenção de alimento, água e outros nutrientes do ambiente, eliminação de resíduos e fornecimento de energia para os processos celulares. Explicação: As partes das células vegetais e animais incluem: (a) o núcleo, que contém o material genético da célula e regula suas atividades; (b) os cloroplastos, que produzem alimento necessário (açúcar) e oxigênio por meio da fotossíntese (em plantas); (c) as mitocôndrias, que liberam energia dos alimentos por meio da respiração celular; (d) os vacúolos, que armazenam materiais, incluindo água, nutrientes e resíduos; (e) a membrana celular, que é uma barreira seletiva que permite a entrada de nutrientes na célula e a expulsão de resíduos; e (f) a parede celular, que fornece suporte estrutural (em plantas). Limitações da avaliação estadual: A avaliação estadual não inclui etapas bioquímicas ou processos químicos específicos, o papel do ATP, processos de transporte ativo envolvendo a membrana celular ou a identificação ou comparação de diferentes tipos de células."
6;Ciências da vida;Das moléculas aos organismos: estruturas e processos;6.LS.1.3;Elabore um argumento baseado em evidências demonstrando que os sistemas do corpo interagem para realizar funções vitais essenciais. Esclarecimentos: A ênfase está nas funções e interações dos sistemas do corpo, e não em partes ou órgãos específicos. O argumento deve transmitir a ideia de que diferentes tipos de células podem se unir para formar tecidos especializados, que, por sua vez, podem formar órgãos que trabalham em conjunto como sistemas do corpo. Os sistemas do corpo a serem incluídos são os sistemas circulatório, digestivo, respiratório, excretor, musculoesquelético e nervoso. As funções vitais essenciais incluem a obtenção de alimentos e outros nutrientes (água, oxigênio, minerais), a liberação de energia dos alimentos, a eliminação de resíduos, a resposta a estímulos, a manutenção das condições internas e o crescimento/desenvolvimento. Um exemplo de sistemas que interagem pode ser o sistema respiratório, que absorve oxigênio do ambiente e o sistema circulatório o transporta para as células para a respiração celular, ou o sistema digestivo, que absorve nutrientes e o sistema circulatório os transporta para as células por todo o corpo. Limitações da avaliação do estado: Não se espera que a avaliação do estado inclua o mecanismo de um sistema do corpo independente dos demais, nem os processos bioquímicos envolvidos nos sistemas do corpo. Não se espera que a avaliação do estado descreva a função ou compare diferentes tipos de células, tecidos ou órgãos.
6;Ciências da vida;Evolução biológica: unidade e diversidade;6.LS.4.1;Analisar e interpretar evidências do registro fóssil para descrever organismos e seus ambientes, extinções e mudanças nas formas de vida ao longo da história da Terra. Esclarecimento: Exemplos de evidências incluem conjuntos fósseis que indicam um tipo específico de ambiente, estruturas anatômicas que indicam o papel de um organismo em seu ambiente e vestígios fossilizados que indicam o comportamento do organismo. Escopo da avaliação estadual: Não se espera que a avaliação estadual inclua os nomes de espécies individuais, eras geológicas no registro fóssil ou os mecanismos de extinção ou especiação.
6;Ciências da vida;Evolução biológica: unidade e diversidade;6.LS.4.2;Construa um argumento usando estruturas anatômicas para apoiar as relações evolutivas entre organismos fósseis e modernos. Esclarecimento: As relações evolutivas incluem (a) alguns organismos possuem características semelhantes com funções semelhantes porque as herdaram de um ancestral comum, (b) alguns organismos possuem características semelhantes que desempenham funções semelhantes porque vivem em ambientes semelhantes e (c) alguns organismos possuem características herdadas de ancestrais comuns que não desempenham mais sua função original porque seus ambientes são diferentes dos de seus ancestrais.
6;Ciências físicas;Matéria e suas interações;6.PS.1.6;Planeje e realize um experimento envolvendo reações químicas exotérmicas e endotérmicas para medir e descrever a liberação ou absorção de energia térmica. Observação: A ênfase é colocada na descrição da transferência de energia para e a partir do meio externo. Exemplos de reações químicas podem incluir a dissolução de cloreto de amônio ou cloreto de cálcio.
6;Ciências físicas;Matéria e suas interações;6.PS.1.7;Utilize um modelo de partículas para explicar que a densidade é a quantidade de matéria (massa) em um determinado volume. Aplique o raciocínio proporcional para descrever, calcular e comparar as densidades relativas de diferentes materiais.
6;Ciências físicas;Matéria e suas interações;6.PS.1.8;Realize um experimento para demonstrar que muitos materiais são misturas de substâncias puras que podem ser fisicamente separadas em seus componentes puros. Por exemplo, misturas comuns incluem água salgada, óleo e vinagre, e leite e ar.
6;Ciências físicas;Movimento e estabilidade: forças e interações;6.PS.2.4;Use evidências para sustentar a afirmação de que as forças gravitacionais entre objetos são atrativas e só são perceptíveis quando um ou ambos os objetos possuem massa muito grande. Esclarecimento: Exemplos de objetos com massas muito grandes incluem o Sol, a Terra e outros planetas. Limitação da Avaliação Estadual: Não se espera que a lei da gravitação de Newton e as leis de Kepler sejam incluídas na avaliação estadual.
6;Ciências físicas;Ondas e suas aplicações em tecnologias de transferência de informação;6.PS.4.1;Utilize diagramas de uma onda simples para explicar que (a) uma onda possui um padrão repetitivo com amplitude, frequência e comprimento de onda específicos, e (b) a amplitude de uma onda está relacionada à sua energia. Limitações da Avaliação Estadual: O uso de ondas eletromagnéticas não está previsto na avaliação estadual. A avaliação estadual será limitada a ondas repetitivas padrão.
6;Ciências físicas;Ondas e suas aplicações em tecnologias de transferência de informação;6.PS.4.2;Utilize diagramas e outros modelos para demonstrar que tanto os raios de luz quanto as ondas mecânicas são refletidos, absorvidos ou transmitidos através de diversos materiais. Esclarecimentos: Os materiais podem incluir sólidos, líquidos e gases. As ondas mecânicas (incluindo o som) requerem um material (meio) através do qual sejam transmitidas. Exemplos de modelos podem incluir desenhos, simulações e descrições escritas. Escopo da Avaliação Estadual: A avaliação estadual será limitada a aplicações qualitativas.
6;Ciências físicas;Ondas e suas aplicações em tecnologias de transferência de informação;6.PS.4.3;Apresentar informações científicas e técnicas qualitativas que sustentem a alegação de que sinais digitalizados (enviados como pulsos de onda representando 0s e 1s) podem ser usados para codificar e transmitir informações. Escopo da avaliação estatal: Não se espera que a avaliação estatal inclua contagem binária ou o mecanismo específico de qualquer dispositivo.
6;Tecnologia/Engenharia;projeto de engenharia;6.ETS.1.1;Defina os critérios e restrições de um problema de projeto com precisão suficiente para garantir uma solução bem-sucedida. Inclua os impactos potenciais sobre as pessoas e o meio ambiente que possam limitar as soluções possíveis.*
6;Tecnologia/Engenharia;projeto de engenharia;6.ETS.1.5;"Criar representações visuais de soluções para um problema de design. Interpretar e aplicar com precisão escala e proporção às representações visuais.* Esclarecimentos: Exemplos de representações visuais incluem esboços, desenhos em escala e projeções ortográficas. Exemplos de escala incluem 1/8"" = 1'0"" e 1 cm = 1 m."
6;Tecnologia/Engenharia;projeto de engenharia;6.ETS.1.6;Comunique uma solução de design ao usuário-alvo, incluindo suas características e limitações. Esclarecimento: Os usuários-alvo incluem estudantes, pais, professores, pessoal de produção, engenheiros e clientes.
6;Tecnologia/Engenharia;Materiais, ferramentas e fabricação;6.ETS.2.1;Analisar e comparar as propriedades de metais, plásticos, madeira e cerâmica, incluindo flexibilidade, ductilidade, dureza, condutividade térmica, condutividade elétrica e ponto de fusão.
6;Tecnologia/Engenharia;Materiais, ferramentas e fabricação;6.ETS.2.2;Dada uma tarefa de projeto, selecione os materiais apropriados com base nas propriedades específicas necessárias para construir uma solução.* Explicação: Exemplos de materiais podem incluir metais, plásticos, madeira e cerâmica.
6;Tecnologia/Engenharia;Materiais, ferramentas e fabricação;6.ETS.2.3;Escolha e utilize com segurança ferramentas de medição comuns, ferramentas manuais, fixadores e ferramentas elétricas portáteis para construir um protótipo.* Esclarecimentos: Exemplos de ferramentas de medição incluem fita métrica, régua e trena. Exemplos de ferramentas manuais incluem martelo, chave de fenda, chave inglesa e alicate. Exemplos de fixadores incluem pregos, parafusos, porcas e arruelas, grampos, cola e fita adesiva. Exemplos de ferramentas elétricas comuns incluem serra tico-tico, furadeira e lixadeira.
7;Ciências da Terra e do Espaço;Sistemas da Terra;7.ESS.2.2;Elabore uma explicação baseada em evidências sobre como a superfície da Terra mudou em escalas que variam do local ao global. Esclarecimentos: Exemplos de processos que ocorrem em grandes escalas espaciais globais incluem o movimento das placas tectônicas, a formação de montanhas e bacias oceânicas e as eras glaciais. Exemplos de mudanças que ocorrem em pequenas escalas espaciais locais incluem terremotos e intemperismo e erosão sazonais.
7;Ciências da Terra e do Espaço;Sistemas da Terra;7.ESS.2.4;Desenvolva um modelo para explicar como a energia do Sol e a gravidade da Terra impulsionam o ciclo da água, incluindo suas mudanças de estado, à medida que ela percorre múltiplos caminhos na hidrosfera terrestre. Observação: Os exemplos de modelos podem ser conceituais ou físicos. Limitação da avaliação estadual: Não é necessário um conhecimento quantitativo dos calores latentes de vaporização e fusão para a avaliação estadual.
7;Ciências da Terra e do Espaço;A Terra e a atividade humana;7.ESS.3.2;Obter e comunicar informações sobre como os dados de eventos geológicos passados são analisados para identificar padrões e como são usados para prever a localização e a probabilidade de desastres futuros. Esclarecimentos: Eventos geológicos incluem terremotos, erupções vulcânicas, inundações e deslizamentos de terra. Os dados normalmente analisados incluem a localização, a magnitude e a frequência de riscos naturais. Escopo da avaliação estadual: Não se prevê análise ativa de dados e previsão na avaliação estadual.
7;Ciências da Terra e do Espaço;A Terra e a atividade humana;7.ESS.3.4;Elabore um argumento baseado em evidências demonstrando que as atividades e tecnologias humanas podem mitigar o impacto do aumento da população humana e do consumo per capita de recursos naturais sobre o meio ambiente. Esclarecimentos: Os argumentos devem ser baseados na análise de dados históricos, como gráficos populacionais, mapas de distribuição de recursos naturais e estudos da qualidade da água ao longo do tempo. Exemplos de impactos negativos podem incluir alterações na quantidade e qualidade de recursos naturais como água, minerais e energia.
7;Ciências da vida;Das moléculas aos organismos: estruturas e processos;7.LS.1.4;Elabore uma explicação baseada em evidências de como comportamentos característicos de animais e estruturas especializadas de plantas aumentam a probabilidade de reprodução bem-sucedida em animais e plantas. Esclarecimentos: Exemplos de comportamentos animais que afetam a probabilidade de reprodução podem incluir a construção de ninhos para proteger os filhotes do frio, o agrupamento de animais para proteger os filhotes de predadores e vocalizações e plumagem colorida para atrair parceiros para reprodução. Exemplos de comportamentos animais que afetam a probabilidade de reprodução em plantas podem incluir (a) a transferência de pólen ou sementes e (b) a criação de condições para a germinação e o crescimento das sementes. Exemplos de estruturas vegetais que afetam a probabilidade de reprodução podem incluir flores brilhantes que atraem borboletas que transferem pólen, néctar e aromas de flores que atraem insetos que transferem pólen e cascas duras em nozes que os esquilos enterram. Limitação da Avaliação Estadual: Não se espera seleção natural na avaliação estadual.
7;Ciências da vida;Ecossistemas: interações, energia e dinâmica;7.LS.2.1;Analisar e interpretar dados para fornecer evidências dos efeitos de períodos de abundância e escassez de recursos no crescimento de organismos e no tamanho das populações em um ecossistema.
7;Ciências da vida;Ecossistemas: interações, energia e dinâmica;7.LS.2.2;Descreva como as relações entre os organismos em um ecossistema podem ser competitivas, predatórias, parasitárias e mutuamente benéficas, e que essas interações ocorrem em múltiplos ecossistemas. Esclarecimento: A ênfase é colocada na descrição de padrões consistentes de interações em diferentes ecossistemas em termos de relações entre os organismos.
7;Ciências da vida;Ecossistemas: interações, energia e dinâmica;7.LS.2.3;Desenvolva um modelo para descrever como a matéria e a energia são transferidas entre os componentes vivos e não vivos de um ecossistema e como ambas são conservadas por meio desses processos. Esclarecimentos: O ciclo da matéria deve incluir os papéis da fotossíntese, da respiração celular e da decomposição, bem como a transferência entre produtores, consumidores (primários, secundários e terciários) e decompositores. Os modelos podem incluir teias alimentares e cadeias alimentares. Limites da avaliação estadual: Não se espera que a avaliação estadual inclua a ciclagem de átomos específicos (como carbono ou oxigênio) ou as etapas bioquímicas da fotossíntese, da respiração celular e da decomposição.
7;Ciências da vida;Ecossistemas: interações, energia e dinâmica;7.LS.2.4;Analise os dados para demonstrar que perturbações (naturais ou antropogênicas) em qualquer componente físico ou biológico de um ecossistema podem causar alterações em todas as suas populações. Esclarecimento: O foco deve estar nas características do ecossistema que variam ao longo do tempo, incluindo perturbações como furacões, inundações, incêndios florestais, derramamentos de petróleo e projetos de construção.
7;Ciências da vida;Ecossistemas: interações, energia e dinâmica;7.LS.2.5;Avalie as soluções de projeto disponíveis para a proteção de um ecossistema. Analise as vantagens e limitações de cada projeto.* Esclarecimentos: Exemplos de soluções de projeto podem incluir a proteção da água, da terra e das espécies, bem como a prevenção da erosão do solo. Exemplos de limitações das soluções de projeto podem incluir considerações científicas, econômicas e sociais.
7;Ciências da vida;Ecossistemas: interações, energia e dinâmica;7.LS.2.6;Explique como as mudanças na biodiversidade de um ecossistema (a variedade de espécies que o habitam) podem limitar a disponibilidade dos recursos que utilizamos. Esclarecimento: Alguns exemplos de recursos são alimentos, energia, medicamentos e água potável.
7;Ciências físicas;Movimento e estabilidade: forças e interações;7.PS.2.3;Analise os dados para descrever o efeito da distância e da magnitude da carga elétrica na intensidade das forças elétricas. Esclarecimento: Isso inclui forças atrativas e repulsivas. Limitações da avaliação: A avaliação será limitada ao raciocínio proporcional. Cálculos utilizando a lei de Coulomb ou interações de partículas subatômicas não são esperados na avaliação.
7;Ciências físicas;Movimento e estabilidade: forças e interações;7.PS.2.5;Utilize evidências científicas para argumentar que existem campos entre objetos com massa, entre objetos magnéticos e entre objetos eletricamente carregados que exercem força uns sobre os outros, mesmo quando não estão em contato. Esclarecimento: A ênfase é colocada em evidências que demonstrem a existência de campos, limitando-se a campos gravitacionais, elétricos e magnéticos. Limitação da avaliação estadual: Não se espera que sejam apresentados cálculos de força na avaliação estadual.
7;Ciências físicas;Energia;7.PS.3.1;"Construir e interpretar dados e gráficos para descrever as relações entre a energia cinética, a massa e a velocidade de um objeto. Esclarecimentos: Exemplos podem incluir andar de bicicleta em diferentes velocidades e rolar pedras de tamanhos variados ladeira abaixo. Considere as relações entre energia cinética e massa, e entre energia cinética e velocidade, separadamente; a ênfase está na diferença entre relações lineares e exponenciais. Limitação da Avaliação Estadual: O cálculo ou a manipulação da fórmula da energia cinética não são esperados na avaliação estadual."
7;Ciências físicas;Energia;7.PS.3.2;Desenvolva um modelo para descrever a relação entre as posições relativas de objetos interagindo à distância e sua energia potencial relativa dentro do sistema. Esclarecimentos: Exemplos de objetos dentro de sistemas interagindo a diferentes distâncias podem incluir a Terra e um carrinho de montanha-russa em diferentes posições em uma colina, objetos em diferentes alturas em prateleiras, mudanças na direção/orientação de um ímã e um balão carregado estaticamente aproximando-se de um jato de água. Exemplos de modelos podem incluir representações, diagramas, imagens e descrições escritas dos sistemas. Limitações da Avaliação Estadual: A avaliação estadual será limitada a interações elétricas, magnéticas e gravitacionais, e interações de dois objetos por vez. Cálculos de energia potencial não são esperados na avaliação estadual.
7;Ciências físicas;Energia;7.PS.3.3;Aplique os princípios científicos de energia e transferência de calor para projetar, construir e testar um dispositivo que minimize ou maximize a transferência de energia térmica.* Esclarecimento: Exemplos de dispositivos podem incluir uma caixa isolada, um fogão solar e uma garrafa térmica. Limitação da avaliação estadual: Não se espera que a avaliação estadual leve em consideração o calor específico ou calcule a quantidade total de energia térmica transferida.
7;Ciências físicas;Energia;7.PS.3.4;Realizar uma investigação para determinar as relações entre a energia transferida, a capacidade do material de reter ou irradiar calor, a massa e a variação da energia cinética média das partículas, medida pela temperatura da amostra. Limite de avaliação estadual: Não são necessários cálculos de calor específico ou da quantidade total de energia térmica transferida na avaliação estadual.
7;Ciências físicas;Energia;7.PS.3.5;Apresente evidências que sustentem a afirmação de que, quando a energia cinética de um objeto se altera, ocorre transferência de energia para ou a partir do objeto. Esclarecimento: Exemplos de evidências empíricas podem incluir um inventário ou outra representação da energia antes e depois da transferência, como mudanças na temperatura ou no movimento de um objeto. Limitação da avaliação estadual: Não se espera que sejam apresentados cálculos de energia na avaliação estadual.
7;Ciências físicas;Energia;7.PS.3.6;Utilize um modelo para explicar como a energia térmica é transferida de regiões ou objetos mais quentes para regiões ou objetos mais frios por convecção, condução e radiação.
7;Ciências físicas;Energia;7.PS.3.7;"Utilize um texto informativo para descrever a relação entre energia cinética e energia potencial e ilustrar as conversões de uma forma para a outra. Esclarecimento: Os tipos de energia cinética incluem energia de movimento, energia sonora, energia térmica e energia luminosa; os tipos de energia potencial incluem energia gravitacional, energia elástica e energia química."
7;Tecnologia/Engenharia;projeto de engenharia;7.ETS.1.2;Avalie soluções concorrentes para um determinado problema de projeto usando uma matriz de decisão para determinar o quão bem cada uma atende aos critérios e restrições do problema. Use um modelo de cada solução para avaliar como as variações em uma ou mais características de projeto, como tamanho, forma, peso ou custo, podem afetar a função ou a eficácia da solução.*
7;Tecnologia/Engenharia;projeto de engenharia;7.ETS.1.4;Gerar e analisar dados a partir de testes iterativos e modificações de um objeto, ferramenta ou processo proposto para otimizar o objeto, ferramenta ou processo para sua finalidade pretendida.*
7;Tecnologia/Engenharia;projeto de engenharia;7.ETS.1.7;Construir um protótipo de uma solução para um determinado problema de design.*
7;Tecnologia/Engenharia;Sistemas tecnológicos;7.ETS.3.1;Explique a função de um sistema de comunicação e o papel de seus componentes, incluindo uma fonte, um codificador, um transmissor, um receptor, um decodificador e um dispositivo de armazenamento.
7;Tecnologia/Engenharia;Sistemas tecnológicos;7.ETS.3.2;Compare as vantagens e desvantagens de diferentes sistemas de comunicação. Esclarecimentos: Alguns exemplos de sistemas de comunicação incluem rádio, televisão, mídia impressa e internet. As vantagens e desvantagens incluem velocidade de comunicação, distância ou alcance, número de pessoas alcançadas, diferença entre comunicação somente de áudio e comunicação de áudio e vídeo, e comunicação unidirecional versus bidirecional.
7;Tecnologia/Engenharia;Sistemas tecnológicos;7.ETS.3.3;Investigar e comunicar informações sobre o projeto de sistemas de transporte para movimentação de pessoas e mercadorias utilizando diversos veículos e dispositivos. Identificar e descrever os subsistemas de um veículo de transporte, incluindo os subsistemas estrutural, de propulsão, de orientação, de suspensão e de controle. Esclarecimentos: Alguns exemplos de elementos de projeto incluem o formato do veículo para maximizar a capacidade de carga ou de passageiros, terminais, faixas de tráfego e sistemas de comunicação/controle. Exemplos de veículos incluem um carro, um veleiro e um pequeno avião.
