Grade;Area;Topic;Code;Description
3;Speaking and Listening;Presentation of Knowledge and Ideas;SL.3.5;"Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details."
3;Speaking and Listening;Presentation of Knowledge and Ideas;SL.3.6;Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 3 Language standards 1 and 3˜ for specific expectations.)
3;Language;Conventions of Standard English;L.3.1;"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking; retain and further develop language skills learned in previous grades. (See grade 3 Writing Standard 5 and Speaking and Listening Standard 6 on strengthening writing and presentations by applying knowledge of conventions.)"
3;Language;Conventions of Standard English;L.3.1.a;Sentence Structure and Meaning - Produce, expand, and rearrange complete simple, compound, and complex sentences.
3;Language;Conventions of Standard English;L.3.1.b;Sentence Structure and Meaning - Ensure subject-verb and pronoun-antecedent agreement.   [These skills are particularly likely to require continued attention in higher grades as they are applied to increasingly sophisticated writing and speaking.]
3;Language;Conventions of Standard English;L.3.1.c;Sentence Structure and Meaning - Use verbs in the present, past, and future tenses and choose among them depending on the overall meaning of the sentence.
3;Language;Conventions of Standard English;L.3.1.d;Sentence Structure and Meaning - Use coordinating and subordinating conjunctions and choose between them depending on the overall meaning of the sentence.
3;Language;Conventions of Standard English;L.3.1.e;Sentence Structure and Meaning - Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modified and the overall meaning of the sentence.
3;Language;Conventions of Standard English;L.3.1.f;Word Usage - Use abstract nouns.
3;Language;Conventions of Standard English;L.3.1.g;Word Usage - Form and use regular and irregular plural nouns and the past tense of frequently occurring irregular verbs.
3;Language;Conventions of Standard English;L.3.2;Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
3;Language;Conventions of Standard English;L.3.2.a;Write legibly and fluently by hand, using either printing or cursive handwriting.
3;Language;Conventions of Standard English;L.3.2.b;Capitalize appropriate words in titles.
3;Language;Conventions of Standard English;L.3.2.c;Use commas in addresses.
3;Language;Conventions of Standard English;L.3.2.d;Use commas and quotation marks in dialogue.
3;Language;Conventions of Standard English;L.3.2.e;Form and use possessives.
3;Language;Conventions of Standard English;L.3.2.f;Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness).
3;Language;Conventions of Standard English;L.3.2.g;"Demonstrate understanding that numerals used at the beginning of a sentence are written as words and capitalized (e.g., ""Three pandas could be seen eating leaves high in the bamboo grove."")."
3;Language;Conventions of Standard English;L.3.2.h;Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.
3;Language;Conventions of Standard English;L.3.2.i;Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.
3;Language;Knowledge of Language;L.3.3;Use knowledge of language and its conventions when writing, speaking, reading, or listening.
3;Language;Knowledge of Language;L.3.3.a;Choose words and phrases for effect.   [These skills are particularly likely to require continued attention in higher grades as they are applied to increasingly sophisticated writing and speaking.]
3;Language;Knowledge of Language;L.3.3.b;Recognize and observe differences between the conventions of spoken and written standard English.
3;Language;Vocabulary Acquisition and Use;L.3.4;Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.
3;Language;Vocabulary Acquisition and Use;L.3.4.a;Use sentence-level context as a clue to the meaning of a word or phrase.
3;Language;Vocabulary Acquisition and Use;L.3.4.b;Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat).
3;Language;Vocabulary Acquisition and Use;L.3.4.c;Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion).
3;Language;Vocabulary Acquisition and Use;L.3.4.d;Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases.
3;Language;Vocabulary Acquisition and Use;L.3.4.e;Recognize and use appropriately abbreviations related to grade-level content or common in everyday life (e.g., N, S, E, W on a map).
3;Language;Vocabulary Acquisition and Use;L.3.4.f;Recognize and use appropriately symbols related to grade-level content or commonly used in everyday life (e.g., < and >).
3;Language;Vocabulary Acquisition and Use;L.3.5;Demonstrate understanding of word relationships and nuances in word meanings.
3;Language;Vocabulary Acquisition and Use;L.3.5.a;Distinguish the literal and nonliteral meanings of words and phrases in context (e.g., take steps).
3;Language;Vocabulary Acquisition and Use;L.3.5.b;Identify real-life connections between words and their use (e.g., describe people who are friendly or helpful).
3;Language;Vocabulary Acquisition and Use;L.3.5.c;Distinguish shades of meaning among related words that describe states of mind or degrees of certainty (e.g., knew, believed, suspected, heard, wondered).
3;Language;Vocabulary Acquisition and Use;L.3.6;"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships. (See grade 3 Reading Literature Standard 4 and Reading Informational Text Standard 4 on applying knowledge of vocabulary to reading; see grade 3 Writing Standard 5 and Speaking and Listening Standard 4 on strengthening writing and presentations by applying knowledge of vocabulary.)"
4;Reading Literature;Key Ideas and Details;RL.4.1;Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.
4;Reading Literature;Key Ideas and Details;RL.4.2;"Determine a theme of a story, drama, or poem from details in the text; summarize the text."
4;Reading Literature;Key Ideas and Details;RL.4.3;Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character?s thoughts, words, or actions).
4;Reading Literature;Craft and Structure;RL.4.4;"Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean); explain how figurative language (e.g., simile, metaphor) enriches a text. (See grade 4 Language Standards 4-6 on applying knowledge of vocabulary to reading.)"
4;Reading Literature;Craft and Structure;RL.4.5;"Explain major differences among prose, poetry, and drama, and refer to the structural elements of each (e.g., paragraphs and chapters for prose; stanza and verse for poetry; scene, stage directions, cast of characters for drama) when writing or speaking about a text."
4;Reading Literature;Craft and Structure;RL.4.6;Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.
4;Reading Literature;Integration of Knowledge and Ideas;RL.4.7;Make connections between a written story or drama and its visual or oral presentation, identifying where each version reflects specific descriptions and directions in the written text.
4;Reading Literature;Integration of Knowledge and Ideas;RL.4.8;(Not applicable. For expectations regarding central messages or lessons in stories, See Reading Literature Standard 2.)
4;Reading Literature;Integration of Knowledge and Ideas;RL.4.9;Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.
4;Reading Literature;Range of Reading and Complexity of Text;RL.4.10;Independently and proficiently read and comprehend literary texts representing a variety of genres, cultures, and perspectives and exhibiting complexity for at least grade 4. See information on qualitative and quantitative dimensions of text complexity.
4;Reading Informational Text;Key Ideas and Details;RI.4.1;Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.
4;Reading Informational Text;Key Ideas and Details;RI.4.2;"Determine the main idea of a text and explain how it is supported by key details; summarize the text."
4;Reading Informational Text;Key Ideas and Details;RI.4.3;Explain events, procedures, ideas, or concepts in a historical, scientific, mathematical, or technical text, including what happened and why, based on specific information in the text.
4;Reading Informational Text;Craft and Structure;RI.4.4;Determine the meaning of general academic and domain-specific words or phrases in a text relevant to a grade 4 topic or subject area. (See grade 4 Language Standards 4-6on applying knowledge of vocabulary to reading.)
4;Reading Informational Text;Craft and Structure;RI.4.5;Describe the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in a text or part of a text.
4;Reading Informational Text;Craft and Structure;RI.4.6;"Compare and contrast a firsthand and secondhand account of the same event or topic; describe the differences in focus and the information provided."
4;Reading Informational Text;Integration of Knowledge and Ideas;RI.4.7;Interpret information presented visually, orally, or quantitatively (e.g., in charts, graphs, diagrams, time lines, animations, or interactive elements on webpages) and explain how the information contributes to an understanding of the text in which it appears.
4;Reading Informational Text;Integration of Knowledge and Ideas;RI.4.8;Explain how an author uses reasons and evidence to support particular points in a text.
4;Reading Informational Text;Integration of Knowledge and Ideas;RI.4.9;Integrate information from two texts on the same topic in order to write or speak about the subject knowledgeably.
4;Reading Informational Text;Range of Reading and Complexity of Text;RI.4.10;Independently and proficiently read and comprehend informational texts, including history/social studies, science, mathematical, and technical texts exhibiting complexity appropriate for at least grade 4.  (See more information on qualitative and quantitative dimensions of text complexity.)
4;Reading Foundational Skills;Phonics and Word Recognition;RF.4.3;Know and apply grade-level phonics and word analysis skills in decoding words.
4;Reading Foundational Skills;Phonics and Word Recognition;RF.4.3.a;Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.
4;Reading Foundational Skills;Fluency;RF.4.4;Read with sufficient accuracy and fluency to support comprehension.
4;Reading Foundational Skills;Fluency;RF.4.4.a;Read grade-level text with purpose and understanding.
4;Reading Foundational Skills;Fluency;RF.4.4.b;Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.
4;Reading Foundational Skills;Fluency;RF.4.4.c;Use context to confirm or self-correct word recognition and understanding, rereading as necessary.
4;Writing;Text Types and Purposes;W.4.1;Write opinion pieces on topics or texts, supporting a point of view with reasons and information.
4;Writing;Text Types and Purposes;W.4.1.a;Introduce a topic or text clearly, state an opinion, and create an organizational structure in which related ideas are grouped in paragraphs and sections to support the writer?s purpose.
4;Writing;Text Types and Purposes;W.4.1.b;Provide reasons that are supported by facts and details.
4;Writing;Text Types and Purposes;W.4.1.c;Link opinion and reasons using words and phrases (e.g., for instance, in order to, in addition).
4;Writing;Text Types and Purposes;W.4.1.d;Provide a concluding statement or section related to the opinion presented.
4;Writing;Text Types and Purposes;W.4.2;Write informative/explanatory texts to examine a topic and convey ideas and information clearly.
4;Writing;Text Types and Purposes;W.4.2.a;"Introduce a topic clearly and group related information in paragraphs and sections; include text features (e.g., headings), illustrations, and multimedia when useful to aiding comprehension."
4;Writing;Text Types and Purposes;W.4.2.b;Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic.
4;Writing;Text Types and Purposes;W.4.2.c;Link ideas within categories of information using words and phrases (e.g., another, for example, also, because).
4;Writing;Text Types and Purposes;W.4.2.d;Use precise language and domain-specific vocabulary to inform about or explain the topic.
4;Writing;Text Types and Purposes;W.4.2.e;Provide a concluding statement or section related to the information or explanation presented.
4;Writing;Text Types and Purposes;W.4.3;Write narratives in prose or poem form to develop experiences or events using effective literary techniques, descriptive details, and clear sequences.
4;Writing;Text Types and Purposes;W.4.3.a;"Orient the reader by establishing a situation and introducing a speaker, narrator and/or characters; organize an appropriate narrative sequence."
4;Writing;Text Types and Purposes;W.4.3.b;Use dialogue and description to develop experiences or events or show  responses to situations.
4;Writing;Text Types and Purposes;W.4.3.c;Use a variety of transitional words and phrases to manage sequence.
4;Writing;Text Types and Purposes;W.4.3.d;Use concrete words and phrases, figurative language such as similes and metaphors, and sensory details to convey experiences or events precisely.
4;Writing;Text Types and Purposes;W.4.3.e;Provide a sense of closure appropriate to the narrated experiences or events.
4;Writing;Text Types and Purposes;W.4.3.f;For poems, use patterns of sound (e.g., rhyme, rhythm, alliteration, consonance) and visual patterns (e.g., line length, grouped lines as stanzas or verses) to create works that are distinctly different from prose narratives. (See grade 4 Reading Literature Standard 5.)
4;Writing;Production and Distribution of Writing;W.4.4;Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1?3 under grade 4 Writing-Text Types and Purposes.)
4;Writing;Production and Distribution of Writing;W.4.5;Develop and strengthen writing as needed by planning, revising, and editing.
4;Writing;Production and Distribution of Writing;W.4.5.a;Demonstrate command of standard English conventions (as described in Language Standards 1-3 up to and including grade 4).
4;Writing;Production and Distribution of Writing;W.4.5.b;Demonstrate the ability to use general academic and domain-specific vocabulary appropriately (as described in Language Standards 4-6 up to and including grade  4).
4;Writing;Production and Distribution of Writing;W.4.6;"Use technology, including current web-based communication platforms, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of one page in a single sitting."
4;Writing;Research to Build and Present Knowledge;W.4.7;Conduct short research projects that build knowledge through investigation of different aspects of a topic.
4;Writing;Research to Build and Present Knowledge;W.4.8;"Recall relevant information from experiences or gather relevant information from print and digital sources; take notes and categorize information, and provide a list of sources."
4;Writing;Research to Build and Present Knowledge;W.4.9;Draw evidence from literary or informational texts to support written analysis, reflection, and research, applying one or more grade 4 standards for Reading Literature or Reading Informational Text as needed.
4;Writing;Range of Writing;W.4.10;Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.
4;Speaking and Listening;Comprehension and Collaboration;SL.4.1;Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 4 topics and texts, building on others? ideas and expressing their own clearly.
4;Speaking and Listening;Comprehension and Collaboration;SL.4.1.a;"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion. (See grade 4 Reading Literature Standard 1 and Reading Informational 1 for specific expectations regarding the use of textual evidence.)"
4;Speaking and Listening;Comprehension and Collaboration;SL.4.1.b;Follow agreed-upon rules for discussions and carry out assigned roles.
4;Speaking and Listening;Comprehension and Collaboration;SL.4.1.c;Pose and respond to specific questions to clarify or follow up on information, and make comments that contribute to the discussion and link to the remarks of others.
4;Speaking and Listening;Comprehension and Collaboration;SL.4.1.d;Review the key ideas expressed and explain their own ideas and understanding in light of the discussion.
4;Speaking and Listening;Comprehension and Collaboration;SL.4.2;Paraphrase portions of a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.
4;Speaking and Listening;Comprehension and Collaboration;SL.4.3;Identify the reasons and evidence a speaker provides to support particular points.
4;Speaking and Listening;Presentation of Knowledge and Ideas;SL.4.4;"Report on a topic, text, procedure, or solution to a mathematical problem, tell a story, or recount an experience in an organized manner, using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace and use appropriate vocabulary (See grade 4 Language Standards 4-6 for specific expectations regarding vocabulary.)"
4;Speaking and Listening;Presentation of Knowledge and Ideas;SL.4.5;Add audio recordings and visual displays to presentations when appropriate to enhance the development of main ideas or themes.
4;Speaking and Listening;Presentation of Knowledge and Ideas;SL.4.6;"Differentiate between contexts that call for formal English (e.g., presenting research findings) and situations where informal discourse is appropriate (e.g., small-group discussion); use formal English when appropriate to task and situation. (See grade 4 Language Standards 1 and 3 for specific expectations.)"
4;Language;Conventions of Standard English;L.4.1;"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking; retain and further develop language skills learned in previous grades. (See grade 4 Writing Standard 5 and Speaking and Listening Standard 6 on strengthening writing and presentations by applying knowledge of conventions.)"
4;Language;Conventions of Standard English;L.4.1.a;Sentence Structure and Meaning - Produce complete sentences, using knowledge of subject and predicate to recognize and correct inappropriate sentence fragments and run-on sentences. [These skills are particularly likely to require continued attention in higher grades as they are applied to increasingly sophisticated writing and speaking.]
4;Language;Conventions of Standard English;L.4.1.b;Sentence Structure and Meaning - Correctly use frequently confused words (e.g.,  there, their).
4;Language;Conventions of Standard English;L.4.1.c;Sentence Structure and Meaning -  Use helping verbs, also known as auxiliaries (e.g.,  can, may, might, should) to convey various conditions of possibility, likelihood, obligation, or permission, choosing among helping verbs depending on the mean
4;Language;Conventions of Standard English;L.4.1.d;Sentence Structure and Meaning - Use relative pronouns and relative adverbs to add more information about a noun or a verb used in a sentence.
4;Language;Conventions of Standard English;L.4.1.e;Sentence Structure and Meaning - Form and use prepositional phrases in sentences to add more information about qualities such as location, time, agency, and direction.
4;Language;Conventions of Standard English;L.4.1.f;Word Usage - Form and use progressive verb tenses.
4;Language;Conventions of Standard English;L.4.2;Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
4;Language;Conventions of Standard English;L.4.2.a;"Write legibly and fluently by hand, using either printing or cursive handwriting; write their given name signature in cursive."
4;Language;Conventions of Standard English;L.4.2.b;Use correct capitalization.
4;Language;Conventions of Standard English;L.4.2.c;Use commas and quotation marks to mark direct speech and quotations from a text.
4;Language;Conventions of Standard English;L.4.2.d;Use a comma before a coordinating conjunction in a compound sentence.
4;Language;Conventions of Standard English;L.4.2.e;Spell grade-appropriate words correctly, consulting references as needed.
4;Language;Knowledge of Language;L.4.3;Use knowledge of language and its conventions when writing, speaking, reading, or listening.
4;Language;Knowledge of Language;L.4.3.a;Choose words and phrases to convey ideas precisely. [These skills are particularly likely to require continued attention in higher grades as they are applied to increasingly sophisticated writing and speaking.]
4;Language;Knowledge of Language;L.4.3.b;Choose punctuation for effect.
4;Language;Knowledge of Language;L.4.3.c;Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion).
4;Language;Vocabulary Acquisition and Use;L.4.4;Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies.
4;Language;Vocabulary Acquisition and Use;L.4.4.a;Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase.
4;Language;Vocabulary Acquisition and Use;L.4.4.b;Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., telegraph, photograph, autograph).
4;Language;Vocabulary Acquisition and Use;L.4.4.c;Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.
4;Language;Vocabulary Acquisition and Use;L.4.4.d;Recognize and use appropriately abbreviations related to grade-level content or common in everyday life (e.g., hr., min., sec.).
4;Language;Vocabulary Acquisition and Use;L.4.4.e;Recognize and use appropriately symbols related to grade-level content or common in everyday life (e.g., &, #, *).
4;Language;Vocabulary Acquisition and Use;L.4.5;Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
4;Language;Vocabulary Acquisition and Use;L.4.5.a;Explain the meaning of simple similes and metaphors (e.g., as pretty as a picture) in context.
4;Language;Vocabulary Acquisition and Use;L.4.5.b;Recognize and explain the meaning of common idioms, adages, and proverbs.
4;Language;Vocabulary Acquisition and Use;L.4.5.c;Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).
4;Language;Vocabulary Acquisition and Use;L.4.6;"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation). grade 4 Reading literature Standard 4 and Reading Informational Text Standard 4 on applying knowledge of vocabulary to reading; see grade 4Writing Standard 5 and Speaking and Listening Standard 4 on strengthening writing and presentations by applying knowledge of vocabulary.)"
5;Reading Literature;Key Ideas and Details;RL.5.1;Quote  or paraphrase a text accurately when explaining what the text states explicitly and when drawing inferences from the text. (See grade 5 Writing Standard 8 for more on paraphrasing.)
5;Reading Literature;Key Ideas and Details;RL.5.2;"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text."
5;Reading Literature;Key Ideas and Details;RL.5.3;Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).
5;Reading Literature;Craft and Structure;RL.5.4;"Determine the meaning of words and phrases as they are used in a text; identify and explain the effects of figurative language such as metaphors and similes. (See grade 5 Language Standards 4-6 on applying knowledge of vocabulary to reading.)"
5;Reading Literature;Craft and Structure;RL.5.5;Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.
5;Reading Literature;Craft and Structure;RL.5.6;Describe how a narrator?s or speaker?s point of view influences how events are described in a story, myth, poem, or drama.
5;Reading Literature;Integration of Knowledge and Ideas;RL.5.7;"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel; multimedia presentation of fiction, folktale, myth, poem)."
5;Reading Literature;Integration of Knowledge and Ideas;RL.5.8;(Not applicable. For expectations regarding central messages or lessons in stories, See Reading Literature Standard 2.)
5;Reading Literature;Integration of Knowledge and Ideas;RL.5.9;Compare and contrast stories in the same genre (e.g., mysteries or adventure stories) on their approaches to similar themes and topics.
5;Reading Literature;Range of Reading and Complexity of Text;RL.5.10;Independently and proficiently read and comprehend literary texts representing a variety of genres, cultures, and perspectives and exhibiting complexity for at least grade 5. See information on qualitative and quantitative dimensions of text complexity.
5;Reading Informational Text;Key Ideas and Details;RI.5.1;Quote or paraphrase a text accurately when explaining what the text says explicitly and when drawing inferences from the text. (See grade 5 Writing Standard  8 for more on paraphrasing.)
5;Reading Informational Text;Key Ideas and Details;RI.5.2;"Determine one or more main ideas of a text and explain how they are supported by key details; summarize a text."
5;Reading Informational Text;Key Ideas and Details;RI.5.3;Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a historical, scientific, mathematical, or technical text based on specific information in the text.
5;Reading Informational Text;Craft and Structure;RI.5.4;Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 5 topic or subject area. (See grade 5 Language Standards 4-6  on applying knowledge of vocabulary to reading.)
5;Reading Informational Text;Craft and Structure;RI.5.5;Describe how an author uses one or more structures (e.g., chronology, comparison, cause/effect, problem/solution) of events, to present information in a text.
5;Reading Informational Text;Craft and Structure;RI.5.6;Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent.
5;Reading Informational Text;Integration of Knowledge and Ideas;RI.5.7;Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently.
5;Reading Informational Text;Integration of Knowledge and Ideas;RI.5.8;Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s).
5;Reading Informational Text;Integration of Knowledge and Ideas;RI.5.9;Integrate information from several texts on the same topic in order to write or speak knowledgeably about the subject.
5;Reading Informational Text;Range of Reading and Complexity of Text;RI.5.10;Independently and proficiently read and comprehend informational texts, including history/social studies, science, mathematical, and technical texts exhibiting complexity appropriate for at least grade 5.  (See more Information on qualitative and quantitative dimensions of text complexity.)
5;Reading Foundational Skills;Phonics and Word Recognition;RF.5.3;Know and apply grade-level phonics and word analysis skills in decoding words.
5;Reading Foundational Skills;Phonics and Word Recognition;RF.5.3.a;Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.
5;Reading Foundational Skills;Fluency;RF.5.4;Read with sufficient accuracy and fluency to support comprehension.
5;Reading Foundational Skills;Fluency;RF.5.4.a;Read grade-level text with purpose and understanding.
5;Reading Foundational Skills;Fluency;RF.5.4.b;Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.
5;Reading Foundational Skills;Fluency;RF.5.4.c;Use context to confirm or self-correct word recognition and understanding, rereading as necessary.
5;Writing;Text Types and Purposes;W.5.1;Write opinion pieces on topics or texts, supporting a point of view with reasons and information.
5;Writing;Text Types and Purposes;W.5.1.a;Introduce a topic or text clearly, state an opinion, and create an organizational structure in which ideas are logically grouped in paragraphs and sections to support the writer?s purpose.
5;Writing;Text Types and Purposes;W.5.1.b;Provide logically ordered reasons that are supported by facts and details.
5;Writing;Text Types and Purposes;W.5.1.c;Link opinion and reasons using words, phrases, and clauses (e.g., consequently, specifically).
5;Writing;Text Types and Purposes;W.5.1.d;Provide a concluding statement or section related to the opinion presented.
5;Writing;Text Types and Purposes;W.5.2;Write informative/explanatory texts to examine a topic and convey ideas and information clearly.
5;Writing;Text Types and Purposes;W.5.2.a;"Introduce a topic clearly, provide a general observation and focus, and group related information logically in paragraphs and sections; include text features (e.g., headings), illustrations, and multimedia when useful to aiding comprehension."
5;Writing;Text Types and Purposes;W.5.2.b;Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic.
5;Writing;Text Types and Purposes;W.5.2.c;Link ideas within and across categories of information using words, phrases, and clauses (e.g., in contrast, especially).
5;Writing;Text Types and Purposes;W.5.2.d;Use precise language and domain-specific vocabulary to inform about or explain the topic.
5;Writing;Text Types and Purposes;W.5.2.e;Provide a concluding statement or section related to the information or explanation presented.
5;Writing;Text Types and Purposes;W.5.3;Write narratives in prose or poem form to develop experiences or events using effective literary techniques, descriptive details, and clear sequences.
5;Writing;Text Types and Purposes;W.5.3.a;"Orient the reader by establishing a situation and introducing a speaker, narrator and/or characters; organize an appropriate narrative sequence."
5;Writing;Text Types and Purposes;W.5.3.b;Use narrative techniques, such as dialogue, description, and pacing, to develop experiences and events or show responses to situations.
5;Writing;Text Types and Purposes;W.5.3.c;Use a variety of transitional words, phrases, and clauses to manage sequence.
5;Writing;Text Types and Purposes;W.5.3.d;Use concrete words and phrases and sensory details to convey experiences or events precisely.
5;Writing;Text Types and Purposes;W.5.3.e;Provide a sense of closure appropriate to the narrated experiences or events.
5;Writing;Text Types and Purposes;W.5.3.f;For prose narratives, draw on characteristics of traditional or modern genres (e.g., tall tales, myths, mysteries, fantasies, historical fiction) from diverse cultures as models for writing.  (See grade 5 Reading Literature Standard 9.)
5;Writing;Text Types and Purposes;W.5.3.g;For poems, draw on characteristics of traditional poetic forms (e.g.., ballads, couplets) or modern free verse from diverse cultures as models for writing.
5;Writing;Production and Distribution of Writing;W.5.4;Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in Writing Standards 1-3.)
5;Writing;Production and Distribution of Writing;W.5.5;Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.
5;Writing;Production and Distribution of Writing;W.5.5.a;Demonstrate command of standard English conventions (as described in Language Standards 1-3 up to and including grade 5).
5;Writing;Production and Distribution of Writing;W.5.5.b;Demonstrate the ability to use general academic and domain-specific vocabulary appropriately (as described in Language Standards 4-6 up to and including grade 5).
5;Writing;Production and Distribution of Writing;W.5.6;"Use technology, including current web-based communication platforms, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting"
5;Writing;Research to Build and Present Knowledge;W.5.7;Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.
5;Writing;Research to Build and Present Knowledge;W.5.8;"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources."
5;Writing;Research to Build and Present Knowledge;W.5.9;Draw evidence from literary or informational texts to support analysis, reflection, and research, applying one or more grade 5 standards for Reading Literature or Reading Informational Text as needed.
5;Writing;Range of Writing;W.5.10;Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.
5;Speaking and Listening;Comprehension and Collaboration;SL.5.1;Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 5 topics and texts, building on others? ideas and expressing their own clearly.
5;Speaking and Listening;Comprehension and Collaboration;SL.5.1.a;"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion. (See grade 5 Reading Literature Standard 1 and Reading Informational Text Standard 1 for specific expectations regarding the use of evidence.)"
5;Speaking and Listening;Comprehension and Collaboration;SL.5.1.b;Follow agreed-upon rules for discussions and carry out assigned roles.
5;Speaking and Listening;Comprehension and Collaboration;SL.5.1.c;Pose and respond to specific questions by making comments that contribute to the discussion and elaborate on the remarks of others.
5;Speaking and Listening;Comprehension and Collaboration;SL.5.1.d;Review the key ideas expressed and draw conclusions in light of information and knowledge gained from the discussions.
5;Speaking and Listening;Comprehension and Collaboration;SL.5.2;Summarize a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.
5;Speaking and Listening;Comprehension and Collaboration;SL.5.3;Summarize the points a speaker makes and explain how each claim is supported by reasons and evidence.
