Grado;Área;Tema;Código;Descripción
4;Ciencias Físicas;Energía;4.PS.3.3;Formular preguntas y predecir resultados sobre los cambios de energía que ocurren al colisionar objetos. Aclaración: Los cambios de energía pueden incluir cambios en el movimiento y la posición del objeto, así como la generación de calor o sonido. Límite de la evaluación del estado: No se espera que la evaluación del estado incluya análisis de fuerzas ni mediciones cuantitativas de energía.
4;Ciencias Físicas;Energía;4.PS.3.4;Aplicar los principios científicos de energía y movimiento para probar y refinar un dispositivo que convierte energía cinética en energía eléctrica o utiliza energía almacenada para causar movimiento o producir luz o sonido.* Declaración aclaratoria: Las fuentes de energía almacenada pueden incluir agua en un balde o un peso suspendido a una altura y una batería.
4;Ciencias Físicas;Ondas y sus aplicaciones en tecnologías de transferencia de información;4.PS.4.1;Desarrollar un modelo de una onda mecánica simple (incluido el sonido) para explicar que las ondas (a) son patrones regulares de movimiento a lo largo de los cuales viaja la energía y (b) pueden provocar el movimiento de los objetos. Aclaración: Ejemplos de modelos podrían incluir diagramas, analogías y modelos físicos. Límite de la evaluación estatal: No se prevén efectos de interferencia, ondas electromagnéticas ni ondas no periódicas en la evaluación estatal.
4;Ciencias Físicas;Ondas y sus aplicaciones en tecnologías de transferencia de información;4.PS.4.2;Desarrollar un modelo que describa que la luz debe reflejarse en un objeto y entrar en el ojo para que este sea visible. Límite de evaluación del estado: No se espera que en la evaluación del estado se incluyan colores específicos reflejados y vistos, los mecanismos celulares de la visión, los ángulos de incidencia y reflexión, ni el funcionamiento de la retina.
4;Ciencias Físicas;Ondas y sus aplicaciones en tecnologías de transferencia de información;4.PS.4.3;Desarrollar y comparar múltiples formas de transferir información a través de la codificación, el envío, la recepción y la decodificación de un patrón.* Declaración aclaratoria: Los ejemplos de soluciones podrían incluir tambores que envían información codificada a través de ondas de sonido, el uso de una cuadrícula de 1 y 0 que representan el blanco y el negro para enviar información sobre una imagen y el uso del código Morse para enviar texto.
4;Tecnología/Ingeniería;Diseño de ingeniería;4.ETS.1.3;Planificar y realizar pruebas de una o más características de diseño de un modelo o prototipo determinado, controlando las variables y considerando los puntos de fallo para identificar las características que deben mejorarse. Aplicar los resultados de las pruebas para rediseñar un modelo o prototipo.* Aclaración: Ejemplos de características de diseño incluyen materiales, tamaño, forma y peso.
4;Tecnología/Ingeniería;Diseño de ingeniería;4.ETS.1.5;Evaluar las características de diseño relevantes que deben considerarse al construir un modelo o prototipo de una solución a un problema de diseño determinado.*
5;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;5.ESS.1.1;Utilizar observaciones directas y de diversos medios para argumentar que el Sol es una estrella que parece más grande y brillante que otras debido a su proximidad a la Tierra. Límite de evaluación del estado: No se prevén otros factores que afecten el brillo aparente (como la masa estelar, la edad o la etapa) en la evaluación del estado.
5;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;5.ESS.1.2;"Utilice un modelo para explicar la relación de la Tierra con el Sol, la Luna y otras estrellas que explique (a) por qué las personas en la Tierra experimentan el día y la noche, (b) los patrones en los cambios diarios en la longitud y dirección de las sombras a lo largo del día, y (c) los cambios en la posición aparente del Sol, la Luna y las estrellas en diferentes momentos del día, a lo largo de un mes y a lo largo de un año. Aclaración: Los modelos deben ilustrar que la Tierra, el Sol y la Luna son esferas; incluir las órbitas de la Tierra alrededor del Sol y de la Luna alrededor de la Tierra; y demostrar la rotación de la Tierra sobre su eje. Límite de la evaluación estatal: No se esperan en la evaluación estatal las causas de las fases o estaciones lunares ni el uso de la inclinación de la Tierra."
5;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;5.ESS.2.1;Utilice un modelo para describir el ciclo del agua en una cuenca hidrográfica mediante evaporación, precipitación, absorción, escorrentía superficial y condensación. Límite de evaluación estatal: No se espera que la evaluación estatal incluya la transpiración ni explicaciones de los mecanismos que impulsan el ciclo.
5;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;5.ESS.2.2;"Describa y grafique las cantidades relativas de agua salada en el océano; agua dulce en lagos, ríos y aguas subterráneas; y agua dulce congelada en glaciares y casquetes polares para proporcionar evidencia sobre la disponibilidad de agua dulce en la biosfera terrestre. Límite de evaluación estatal: No se prevé la inclusión de la atmósfera en la evaluación estatal."
5;Ciencias de la Tierra y del Espacio;La Tierra y la actividad humana;5.ESS.3.1;Obtener y combinar información sobre cómo las comunidades reducen el impacto humano en los recursos y el medio ambiente de la Tierra mediante la modificación de prácticas o procesos agrícolas, industriales o comunitarios. Aclaración: Ejemplos de prácticas o procesos modificados incluyen el tratamiento de aguas residuales, la reducción de la cantidad de materiales utilizados, la captura de emisiones contaminantes de fábricas o centrales eléctricas y la prevención de escorrentías de actividades agrícolas. Límite de la evaluación estatal: No se prevé que la evaluación estatal incluya aspectos relacionados con el cambio climático o las ciencias sociales de prácticas como la regulación o las políticas.
5;Ciencias de la Tierra y del Espacio;La Tierra y la actividad humana;5.ESS.3.2;Pruebe un sistema simple diseñado para filtrar partículas del agua y proponga un cambio en el diseño para mejorarlo.*
5;Ciencias de la vida;De las moléculas a los organismos: estructuras y procesos;5.LS.1.1;Formula preguntas comprobables sobre el proceso mediante el cual las plantas utilizan el aire, el agua y la energía solar para producir azúcares y los materiales vegetales necesarios para su crecimiento y reproducción. Límite de evaluación del estado: No se espera que la evaluación del estado incluya la fórmula química ni los detalles moleculares del proceso de fotosíntesis.
5;Ciencias de la vida;Ecosistemas: interacciones, energía y dinámica;5.LS.2.1;Desarrollar un modelo para describir el movimiento de materia entre productores, consumidores, descomponedores y el aire, el agua y el suelo en el ambiente para (a) demostrar que las plantas producen azúcares y materiales vegetales, (b) demostrar que los animales pueden comer plantas u otros animales para alimentarse, y (c) demostrar que algunos organismos, incluyendo hongos y bacterias, descomponen organismos muertos y reciclan algunos materiales de vuelta al aire y al suelo. Aclaración: Se hace hincapié en el movimiento de materia a través del ecosistema. Límite de la evaluación del estado: No se esperan explicaciones moleculares ni distinciones entre consumidores primarios, secundarios y terciarios en la evaluación del estado.
5;Ciencias de la vida;Ecosistemas: interacciones, energía y dinámica;5.LS.2.2;Compare al menos dos diseños de compostador para determinar cuál tiene más probabilidades de fomentar la descomposición de materiales.* Declaración aclaratoria: Las medidas o la evidencia de la descomposición deben basarse en descripciones o comparaciones cualitativas.
5;Ciencias Físicas;La materia y sus interacciones;5.PS.1.1;Utilizar un modelo de partículas de la materia para explicar fenómenos comunes relacionados con gases y cambios de fase entre gas y líquido, y entre líquido y sólido. Aclaración: Entre los fenómenos comunes que el modelo debe poder describir se incluyen la adición de aire para expandir un globo, la compresión del aire en una jeringa y la evaporación de agua de una solución de agua salada. Límite de la evaluación del estado: No se espera que en la evaluación del estado se incluyan mecanismos de evaporación y condensación a escala atómica ni la definición de partículas invisibles.
5;Ciencias Físicas;La materia y sus interacciones;5.PS.1.2;Mida y grafique los pesos (masas) de las sustancias antes y después de una reacción o cambio de fase para demostrar que, independientemente del tipo de cambio que se produzca al calentar, enfriar o combinar sustancias, el peso (masa) total de la materia se conserva. Aclaración: Suponga que las reacciones con producción de gas se llevan a cabo en un sistema cerrado. Límite de evaluación del estado: No se espera que se distinga entre masa y peso en la evaluación del estado.
5;Ciencias Físicas;La materia y sus interacciones;5.PS.1.3;Realizar observaciones y mediciones de sustancias para describir sus propiedades características, como color, dureza, reflectividad, conductividad eléctrica, conductividad térmica, respuesta a fuerzas magnéticas y solubilidad. Aclaraciones: Se hace hincapié en describir cómo cada sustancia tiene un conjunto único de propiedades. Ejemplos de sustancias podrían incluir el bicarbonato de sodio y otros polvos, metales, minerales y líquidos. Límite de la evaluación estatal: No se espera que la evaluación estatal incluya densidad, distinción entre masa y peso, ni pruebas o procedimientos específicos.
5;Ciencias Físicas;La materia y sus interacciones;5.PS.1.4;Realizar un experimento para determinar si la mezcla de dos o más sustancias da como resultado nuevas sustancias con nuevas propiedades (una reacción química) o no (una mezcla).
5;Ciencias Físicas;Movimiento y estabilidad: fuerzas e interacciones;5.PS.2.1;Justifique un argumento con evidencia de que la fuerza gravitacional que ejerce la Tierra sobre los objetos se dirige hacia su centro. Límite de la evaluación estatal: No se esperan representaciones matemáticas de la fuerza gravitacional en la evaluación estatal.
5;Ciencias Físicas;Energía;5.PS.3.1;Utilice un modelo para describir que el alimento que digieren los animales (a) contiene energía que antes provenía del sol, y (b) proporciona energía y nutrientes para los procesos vitales, como la reparación corporal, el crecimiento, el movimiento, el calor corporal y la reproducción. Aclaración: Ejemplos de modelos podrían incluir diagramas y diagramas de flujo. Límite de evaluación del estado: No se esperan detalles sobre la respiración celular, el ATP ni detalles moleculares del proceso de fotosíntesis o respiración en la evaluación del estado.
5;Tecnología/Ingeniería;Sistemas tecnológicos;5.ETS.3.1;Utilice texto informativo para proporcionar ejemplos de mejoras en las tecnologías existentes (innovaciones) y el desarrollo de nuevas tecnologías (invenciones). Reconozca que la tecnología es cualquier modificación del mundo natural o diseñado para satisfacer necesidades o deseos humanos.
5;Tecnología/Ingeniería;Sistemas tecnológicos;5.ETS.3.2;Utilice bocetos o dibujos para mostrar cómo cada parte de un producto o dispositivo se relaciona con otras partes del producto o dispositivo.*
6;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;6.ESS.1.1;Desarrollar y utilizar un modelo del sistema Tierra-Sol-Luna para explicar las causas de las fases lunares y los eclipses de Sol y Luna. Aclaración: Los ejemplos de modelos pueden ser físicos, gráficos o conceptuales, y deben enfatizar las posiciones y distancias relativas.
6;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;6.ESS.1.4;Analizar e interpretar las capas de roca y los fósiles índice para determinar las edades relativas de las formaciones rocosas resultantes de procesos que ocurren durante largos períodos de tiempo. Aclaraciones: El análisis incluye leyes de superposición y relaciones transversales limitadas a fallas de desplazamiento menores que desplazan las capas. Los procesos que ocurren durante largos períodos de tiempo incluyen cambios en los tipos de roca por meteorización, erosión, calor y presión. Límite de evaluación estatal: En la evaluación estatal no se esperan secuencias de estratos reordenadas o invertidas, nombres de períodos o épocas específicos y eventos dentro de ellos, ni la identificación y denominación de minerales o tipos de roca.
6;Ciencias de la Tierra y del Espacio;El lugar de la Tierra en el universo;6.ESS.1.5;Utilice representaciones gráficas para ilustrar que la Tierra y su sistema solar son uno de los muchos que componen la Vía Láctea, una de los miles de millones de galaxias del universo. Aclaración: Las representaciones gráficas pueden incluir mapas, diagramas, gráficos y tablas de datos.
6;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;6.ESS.2.3;Analizar e interpretar mapas que muestren la distribución de fósiles y rocas, las formas continentales y las estructuras del fondo marino para demostrar que las placas terrestres se han desplazado grandes distancias, han colisionado y se han separado. Aclaración: Los mapas pueden mostrar similitudes entre los tipos de rocas y fósiles en diferentes continentes, las formas de los continentes (incluidas las plataformas continentales) y la ubicación de las estructuras oceánicas (como dorsales, zonas de fractura y fosas), de forma similar a las imágenes de Wegener. Límite de la evaluación estatal: No se espera que la evaluación estatal incluya los mecanismos del movimiento de las placas ni las anomalías paleomagnéticas en la corteza oceánica y continental.
6;Ciencias de la vida;De las moléculas a los organismos: estructuras y procesos;6.LS.1.1;Proporcione evidencia de que todos los organismos (unicelulares y pluricelulares) están compuestos de células. Aclaración: La evidencia puede obtenerse de múltiples tipos de organismos, como plantas, animales y bacterias.
6;Ciencias de la vida;De las moléculas a los organismos: estructuras y procesos;6.LS.1.2;"Desarrollar y usar un modelo para describir cómo las partes de las células contribuyen a las funciones celulares de obtener alimento, agua y otros nutrientes de su entorno, desechar desechos y proporcionar energía para los procesos celulares. Declaración aclaratoria: Las partes de las células vegetales y animales incluyen (a) el núcleo, que contiene el material genético de una célula y regula sus actividades; (b) los cloroplastos, que producen el alimento necesario (azúcar) y el oxígeno a través de la fotosíntesis (en las plantas); (c) las mitocondrias, que liberan energía de los alimentos a través de la respiración celular; (d) las vacuolas, que almacenan materiales, incluidos agua, nutrientes y desechos; (e) la membrana celular, que es una barrera selectiva que permite que los nutrientes ingresen a la célula y que los desechos sean expulsados; y (f) la pared celular, que proporciona soporte estructural (en las plantas). Límite de evaluación del estado: No se esperan en la evaluación del estado pasos bioquímicos o procesos químicos específicos, el papel del ATP, los procesos de transporte activo que involucran la membrana celular o la identificación o comparación de diferentes tipos de células."
6;Ciencias de la vida;De las moléculas a los organismos: estructuras y procesos;6.LS.1.3;Construya un argumento sustentado en evidencia de que los sistemas corporales interactúan para llevar a cabo funciones esenciales de la vida. Aclaraciones: El énfasis está en las funciones e interacciones de los sistemas corporales, no en partes u órganos específicos del cuerpo. Un argumento debe transmitir que diferentes tipos de células pueden unirse para formar tejidos especializados, que a su vez pueden formar órganos que funcionan juntos como sistemas corporales. Los sistemas corporales que se incluirán son el circulatorio, el digestivo, el respiratorio, el excretor, el musculoesquelético y el nervioso. Las funciones esenciales de la vida incluyen la obtención de alimentos y otros nutrientes (agua, oxígeno, minerales), la liberación de energía de los alimentos, la eliminación de desechos, la respuesta a estímulos, el mantenimiento de las condiciones internas y el crecimiento/desarrollo. Un ejemplo de sistemas que interactúan podría incluir el sistema respiratorio, que toma oxígeno del entorno y el sistema circulatorio lo entrega a las células para la respiración celular, o el sistema digestivo, que toma nutrientes y el sistema circulatorio los transporta a las células de todo el cuerpo. Límites de la evaluación del estado: No se espera que en la evaluación del estado se incluya el mecanismo de un sistema corporal independiente de otros ni los procesos bioquímicos involucrados en los sistemas corporales. No se espera que en la evaluación estatal se describa la función ni se comparen diferentes tipos de células, tejidos u órganos.
6;Ciencias de la vida;Evolución biológica: unidad y diversidad;6.LS.4.1;Analizar e interpretar la evidencia del registro fósil para describir los organismos y su entorno, las extinciones y los cambios en las formas de vida a lo largo de la historia de la Tierra. Aclaración: Ejemplos de evidencia incluyen conjuntos de fósiles que indican un tipo específico de entorno, estructuras anatómicas que indican la función de un organismo en el entorno y huellas fosilizadas que indican el comportamiento de los organismos. Límite de la evaluación estatal: No se espera que en la evaluación estatal se incluyan los nombres de especies individuales, eras geológicas en el registro fósil ni los mecanismos de extinción o especiación.
6;Ciencias de la vida;Evolución biológica: unidad y diversidad;6.LS.4.2;Construya un argumento utilizando estructuras anatómicas para sustentar las relaciones evolutivas entre organismos fósiles y organismos modernos. Aclaración: Las relaciones evolutivas incluyen (a) algunos organismos tienen rasgos similares con funciones similares porque fueron heredados de un ancestro común, (b) algunos organismos tienen rasgos similares que cumplen funciones similares porque viven en entornos similares, y (c) algunos organismos tienen rasgos heredados de ancestros comunes que ya no cumplen su función original porque sus entornos son diferentes a los de sus ancestros.
6;Ciencias Físicas;La materia y sus interacciones;6.PS.1.6;Planifique y realice un experimento que involucre reacciones químicas exotérmicas y endotérmicas para medir y describir la liberación o absorción de energía térmica. Aclaraciones: Se hace hincapié en la descripción de la transferencia de energía hacia y desde el entorno. Ejemplos de reacciones químicas podrían incluir la disolución de cloruro de amonio o cloruro de calcio.
6;Ciencias Físicas;La materia y sus interacciones;6.PS.1.7;Utilizar un modelo particulado de la materia para explicar que la densidad es la cantidad de materia (masa) en un volumen dado. Aplicar el razonamiento proporcional para describir, calcular y comparar las densidades relativas de diferentes materiales.
6;Ciencias Físicas;La materia y sus interacciones;6.PS.1.8;Realice un experimento para demostrar que muchos materiales son mezclas de sustancias puras que pueden separarse físicamente en sus componentes puros. Aclaración: Ejemplos de mezclas comunes incluyen agua salada, aceite y vinagre, leche y aire.
6;Ciencias Físicas;Movimiento y estabilidad: fuerzas e interacciones;6.PS.2.4;Utilice evidencia para respaldar la afirmación de que las fuerzas gravitacionales entre objetos son atractivas y solo se notan cuando uno o ambos objetos tienen una masa muy grande. Aclaración: Ejemplos de objetos con masas muy grandes incluyen el Sol, la Tierra y otros planetas. Límite de la evaluación estatal: No se espera que la ley de la gravitación de Newton ni las leyes de Kepler se incluyan en la evaluación estatal.
6;Ciencias Físicas;Ondas y sus aplicaciones en tecnologías de transferencia de información;6.PS.4.1;Utilice diagramas de una onda simple para explicar que (a) una onda tiene un patrón repetitivo con una amplitud, frecuencia y longitud de onda específicas, y (b) la amplitud de una onda está relacionada con su energía. Límites de la evaluación estatal: No se prevé el uso de ondas electromagnéticas en la evaluación estatal. La evaluación estatal se limitará a ondas repetitivas estándar.
6;Ciencias Físicas;Ondas y sus aplicaciones en tecnologías de transferencia de información;6.PS.4.2;Utilice diagramas y otros modelos para demostrar que tanto los rayos de luz como las ondas mecánicas se reflejan, absorben o transmiten a través de diversos materiales. Aclaraciones: Los materiales pueden incluir sólidos, líquidos y gases. Las ondas mecánicas (incluido el sonido) necesitan un material (medio) a través del cual se transmiten. Ejemplos de modelos podrían incluir dibujos, simulaciones y descripciones escritas. Límite de la evaluación estatal: La evaluación estatal se limitará a aplicaciones cualitativas.
6;Ciencias Físicas;Ondas y sus aplicaciones en tecnologías de transferencia de información;6.PS.4.3;Presentar información científica y técnica cualitativa que respalde la afirmación de que las señales digitalizadas (enviadas como pulsos de onda que representan 0 y 1) pueden utilizarse para codificar y transmitir información. Límite de evaluación del estado: No se espera que la evaluación del estado incluya el conteo binario ni el mecanismo específico de ningún dispositivo.
6;Tecnología/Ingeniería;Diseño de ingeniería;6.ETS.1.1;Defina los criterios y las limitaciones de un problema de diseño con la precisión suficiente para garantizar una solución exitosa. Incluya los posibles impactos en las personas y el entorno natural que puedan limitar las posibles soluciones.*
6;Tecnología/Ingeniería;Diseño de ingeniería;6.ETS.1.5;"Crear representaciones visuales de soluciones a un problema de diseño. Interpretar y aplicar con precisión la escala y la proporción a las representaciones visuales.* Aclaraciones: Ejemplos de representaciones visuales incluyen bocetos, dibujos a escala y proyecciones ortográficas. Ejemplos de escala incluyen ª"" = 1'0"" y 1 cm = 1 m."
6;Tecnología/Ingeniería;Diseño de ingeniería;6.ETS.1.6;Comunicar una solución de diseño a un usuario objetivo, incluyendo sus características y limitaciones. Aclaración: Entre los usuarios objetivos se incluyen estudiantes, padres, profesores, personal de fabricación, ingenieros y clientes.
6;Tecnología/Ingeniería;Materiales, herramientas y fabricación;6.ETS.2.1;Analizar y comparar propiedades de metales, plásticos, madera y cerámica, incluida la flexibilidad, ductilidad, dureza, conductividad térmica, conductividad eléctrica y punto de fusión.
6;Tecnología/Ingeniería;Materiales, herramientas y fabricación;6.ETS.2.2;Dada una tarea de diseño, seleccione los materiales apropiados en función de las propiedades específicas necesarias para la construcción de una solución.* Declaración aclaratoria: Los ejemplos de materiales pueden incluir metales, plásticos, madera y cerámica.
6;Tecnología/Ingeniería;Materiales, herramientas y fabricación;6.ETS.2.3;Elija y utilice de forma segura herramientas de medición, herramientas manuales, sujetadores y herramientas eléctricas portátiles comunes para construir un prototipo.* Aclaraciones: Ejemplos de herramientas de medición incluyen una cinta métrica, un metro y una regla. Ejemplos de herramientas manuales incluyen un martillo, un destornillador, una llave inglesa y alicates. Ejemplos de sujetadores incluyen clavos, tornillos, tuercas y pernos, grapas, pegamento y cinta adhesiva. Ejemplos de herramientas eléctricas comunes incluyen una sierra caladora, un taladro y una lijadora.
7;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;7.ESS.2.2;Construya una explicación basada en la evidencia sobre cómo ha cambiado la superficie terrestre en escalas que van desde lo local hasta lo global. Aclaraciones: Ejemplos de procesos que ocurren en grandes escalas espaciales globales incluyen el movimiento de las placas tectónicas, la formación de montañas y cuencas oceánicas, y las glaciaciones. Ejemplos de cambios que ocurren en escalas espaciales locales pequeñas incluyen los terremotos y la meteorización y erosión estacionales.
7;Ciencias de la Tierra y del Espacio;Los sistemas de la Tierra;7.ESS.2.4;Desarrollar un modelo para explicar cómo la energía del Sol y la gravedad terrestre impulsan el ciclo del agua, incluyendo sus cambios de estado, a medida que recorre múltiples vías en la hidrosfera terrestre. Aclaración: Los ejemplos de modelos pueden ser conceptuales o físicos. Límite de la evaluación del estado: No se requiere una comprensión cuantitativa de los calores latentes de vaporización y fusión en la evaluación del estado.
7;Ciencias de la Tierra y del Espacio;La Tierra y la actividad humana;7.ESS.3.2;Obtener y comunicar información sobre cómo se analizan los datos de eventos geológicos pasados para identificar patrones y cómo se utilizan para pronosticar la ubicación y la probabilidad de futuras catástrofes. Aclaraciones: Los eventos geológicos incluyen terremotos, erupciones volcánicas, inundaciones y deslizamientos de tierra. Entre los datos que se suelen analizar se incluyen la ubicación, la magnitud y la frecuencia de los peligros naturales. Límite de la evaluación estatal: No se prevé el análisis activo de datos ni la elaboración de pronósticos en la evaluación estatal.
7;Ciencias de la Tierra y del Espacio;La Tierra y la actividad humana;7.ESS.3.4;Construya un argumento basado en evidencia que demuestre que las actividades y tecnologías humanas pueden mitigar el impacto del aumento de la población humana y del consumo per cápita de recursos naturales en el medio ambiente. Aclaraciones: Los argumentos deben basarse en el análisis de datos históricos, como gráficos de población, mapas de distribución de recursos naturales y estudios de la calidad del agua a lo largo del tiempo. Ejemplos de impactos negativos pueden incluir cambios en la cantidad y calidad de recursos naturales como el agua, los minerales y la energía.
7;Ciencias de la vida;De las moléculas a los organismos: estructuras y procesos;7.LS.1.4;Construya una explicación basada en evidencia de cómo los comportamientos animales característicos y las estructuras especializadas de las plantas aumentan la probabilidad de reproducción exitosa de animales y plantas. Aclaraciones: Los ejemplos de comportamientos animales que afectan la probabilidad de reproducción animal podrían incluir la construcción de nidos para proteger a las crías del frío, el pastoreo de animales para proteger a las crías de los depredadores y las vocalizaciones y el plumaje colorido para atraer parejas para la reproducción. Los ejemplos de comportamientos animales que afectan la probabilidad de reproducción de las plantas podrían incluir (a) la transferencia de polen o semillas y (b) la creación de condiciones para la germinación y el crecimiento de las semillas. Los ejemplos de estructuras de las plantas que afectan la probabilidad de reproducción de las plantas podrían incluir flores brillantes que atraen mariposas que transfieren polen, néctar de flores y olores que atraen insectos que transfieren polen, y cáscaras duras en nueces que entierran las ardillas. Límite de evaluación estatal: No se espera la selección natural en la evaluación estatal.
7;Ciencias de la vida;Ecosistemas: interacciones, energía y dinámica;7.LS.2.1;Analizar e interpretar datos para proporcionar evidencia de los efectos de los períodos de abundancia y escasez de recursos en el crecimiento de los organismos y el tamaño de las poblaciones en un ecosistema.
7;Ciencias de la vida;Ecosistemas: interacciones, energía y dinámica;7.LS.2.2;Describir cómo las relaciones entre los organismos de un ecosistema pueden ser competitivas, depredadoras, parasitarias y mutuamente beneficiosas, y que estas interacciones se dan en múltiples ecosistemas. Aclaración: Se hace hincapié en describir patrones consistentes de interacciones en diferentes ecosistemas en términos de relaciones entre organismos.
7;Ciencias de la vida;Ecosistemas: interacciones, energía y dinámica;7.LS.2.3;Desarrollar un modelo para describir que la materia y la energía se transfieren entre las partes vivas e inertes de un ecosistema y que tanto la materia como la energía se conservan a través de estos procesos. Aclaraciones: El ciclo de la materia debe incluir el papel de la fotosíntesis, la respiración celular y la descomposición, así como la transferencia entre productores, consumidores (primarios, secundarios y terciarios) y descomponedores. Los modelos pueden incluir redes y cadenas alimentarias. Límite de evaluación del estado: No se espera que la evaluación del estado incluya el ciclo de átomos específicos (como el carbono o el oxígeno) ni los pasos bioquímicos de la fotosíntesis, la respiración celular y la descomposición.
7;Ciencias de la vida;Ecosistemas: interacciones, energía y dinámica;7.LS.2.4;Analizar los datos para demostrar que las perturbaciones (naturales o antropogénicas) en cualquier componente físico o biológico de un ecosistema pueden provocar cambios en todas sus poblaciones. Aclaración: El enfoque debe centrarse en las características del ecosistema que varían con el tiempo, incluyendo perturbaciones como huracanes, inundaciones, incendios forestales, derrames de petróleo y obras de construcción.
7;Ciencias de la vida;Ecosistemas: interacciones, energía y dinámica;7.LS.2.5;Evalúe las soluciones de diseño disponibles para proteger un ecosistema. Analice las ventajas y limitaciones de cada diseño.* Aclaraciones: Ejemplos de soluciones de diseño podrían incluir la protección del agua, la tierra y las especies, así como la prevención de la erosión del suelo. Ejemplos de limitaciones de las soluciones de diseño podrían incluir consideraciones científicas, económicas y sociales.
7;Ciencias de la vida;Ecosistemas: interacciones, energía y dinámica;7.LS.2.6;Explique cómo los cambios en la biodiversidad de un ecosistema (la variedad de especies que lo habitan) pueden limitar la disponibilidad de los recursos que utilizamos. Aclaración: Algunos ejemplos de recursos son los alimentos, la energía, los medicamentos y el agua potable.
7;Ciencias Físicas;Movimiento y estabilidad: fuerzas e interacciones;7.PS.2.3;Analizar datos para describir el efecto de la distancia y la magnitud de la carga eléctrica en la intensidad de las fuerzas eléctricas. Aclaración: Incluye tanto fuerzas de atracción como de repulsión. Límites de la evaluación del estado: La evaluación del estado se limitará al razonamiento proporcional. No se esperan cálculos que utilicen la ley de Coulomb ni interacciones de partículas subatómicas en la evaluación del estado.
7;Ciencias Físicas;Movimiento y estabilidad: fuerzas e interacciones;7.PS.2.5;Utilice evidencia científica para argumentar que existen campos entre objetos con masa, entre objetos magnéticos y entre objetos con carga eléctrica que ejercen fuerza entre sí, aunque no estén en contacto. Aclaración: Se hace hincapié en la evidencia que demuestra la existencia de campos, limitados a los campos gravitacionales, eléctricos y magnéticos. Límite de la evaluación estatal: No se esperan cálculos de fuerza en la evaluación estatal.
7;Ciencias Físicas;Energía;7.PS.3.1;"Construir e interpretar datos y gráficos para describir las relaciones entre la energía cinética, la masa y la velocidad de un objeto. Aclaraciones: Algunos ejemplos podrían incluir andar en bicicleta a diferentes velocidades y rodar rocas de diferentes tamaños cuesta abajo. Considere las relaciones entre energía cinética vs. masa y energía cinética vs. velocidad por separado; el énfasis está en la diferencia entre las relaciones lineal y exponencial. Límite de la evaluación estatal: No se espera el cálculo ni la manipulación de la fórmula de la energía cinética en la evaluación estatal."
7;Ciencias Físicas;Energía;7.PS.3.2;Desarrollar un modelo para describir la relación entre las posiciones relativas de los objetos que interactúan a distancia y su energía potencial relativa en el sistema. Aclaraciones: Ejemplos de objetos dentro de sistemas que interactúan a diferentes distancias podrían incluir la Tierra y un carrito de montaña rusa en diferentes posiciones sobre una colina u objetos a diferentes alturas en estantes, cambios en la dirección/orientación de un imán y un globo con carga eléctrica estática que se acerca a una corriente de agua. Ejemplos de modelos podrían incluir representaciones, diagramas, imágenes y descripciones escritas de sistemas. Límites de la evaluación estatal: La evaluación estatal se limitará a interacciones eléctricas, magnéticas y gravitacionales, y a interacciones de dos objetos a la vez. No se esperan cálculos de energía potencial en la evaluación estatal.
7;Ciencias Físicas;Energía;7.PS.3.3;Aplicar los principios científicos de la transferencia de energía y calor para diseñar, construir y probar un dispositivo que minimice o maximice la transferencia de energía térmica.* Aclaración: Ejemplos de dispositivos podrían incluir una caja aislante, una cocina solar y un termo. Límite de la evaluación estatal: No se espera que la evaluación estatal contabilice el calor específico ni calcule la cantidad total de energía térmica transferida.
7;Ciencias Físicas;Energía;7.PS.3.4;Realice una investigación para determinar las relaciones entre la energía transferida, la capacidad del tipo de materia para retener o irradiar calor, la masa y el cambio en la energía cinética promedio de las partículas, medida por la temperatura de la muestra. Límite de evaluación estatal: No se prevén cálculos de calor específico ni de la cantidad total de energía térmica transferida en la evaluación estatal.
7;Ciencias Físicas;Energía;7.PS.3.5;Presentar evidencia que respalde la afirmación de que, cuando la energía cinética de un objeto cambia, se transfiere energía hacia o desde el objeto. Aclaración: Ejemplos de evidencia empírica podrían incluir un inventario u otra representación de la energía antes y después de la transferencia, en forma de cambios de temperatura o movimiento de un objeto. Límite de la evaluación estatal: No se esperan cálculos de energía en la evaluación estatal.
7;Ciencias Físicas;Energía;7.PS.3.6;Utilice un modelo para explicar cómo se transfiere la energía térmica desde regiones u objetos más calientes a otros más fríos por convección, conducción y radiación.
7;Ciencias Físicas;Energía;7.PS.3.7;"Utilice texto informativo para describir la relación entre la energía cinética y la energía potencial e ilustrar las conversiones de una forma a otra. Aclaración: Los tipos de energía cinética incluyen la energía de movimiento, la energía sonora, la energía térmica y la energía luminosa; los tipos de energía potencial incluyen la energía gravitacional, la energía elástica y la energía química."
