Grado;Área;Tema;Código;Descripción
4;Geografía, historia y pueblos de América del Norte;Tema 4d: La expansión de Estados Unidos a lo largo del tiempo y sus regiones en la actualidad: El Suroeste;HSS.4.T4d.04;Explique cómo los desastres naturales, como huracanes y sequías, han afectado a la región, y cómo el gobierno y los ciudadanos han respondido a eventos naturales catastróficos.
4;Geografía, historia y pueblos de América del Norte;Tema 4d: La expansión de Estados Unidos a lo largo del tiempo y sus regiones en la actualidad: El Suroeste;HSS.4.T4d.05;Utilizando recursos tales como atlas impresos y en línea, fuentes históricas o sitios web estatales, construya un mapa de un estado en la región suroeste que proporcione información sobre las características físicas (por ejemplo, vías fluviales y montañas), el clima, los asentamientos y movimientos de los pueblos nativos (incluidas las tierras de reserva actuales), la exploración europea y los asentamientos pioneros de los siglos XVII al XIX y que incluya un título, una escala, una brújula y una clave de mapa.
4;Geografía, historia y pueblos de América del Norte;Tema 4e: La expansión de Estados Unidos a lo largo del tiempo y sus regiones en la actualidad: Occidente;HSS.4.T4e.01;"En un mapa político de los Estados Unidos, localice los estados del oeste y los territorios estadounidenses en el océano Pacífico; agregue a la línea de tiempo las fechas de admisión de los estados del suroeste (estados enumerados alfabéticamente: Alaska-1959, California-1850, Colorado-1876, Hawái-1959, Idaho-1890, Montana-1889, Nevada-1864, Oregón-1859, Utah-1896, Washington-1889, Wyoming-1890); territorios: Samoa Americana, Guam, Islas Midway, Islas Marianas del Norte e Isla Wake."
4;Geografía, historia y pueblos de América del Norte;Tema 4e: La expansión de Estados Unidos a lo largo del tiempo y sus regiones en la actualidad: Occidente;HSS.4.T4e.02;Explique que California, Colorado y Utah eran territorios que pertenecían a México y fueron tomados por los Estados Unidos como resultado de la Guerra México-Estadounidense de 1846-1848.
4;Geografía, historia y pueblos de América del Norte;Tema 4e: La expansión de Estados Unidos a lo largo del tiempo y sus regiones en la actualidad: Occidente;HSS.4.T4e.03;Describa la naturaleza cultural diversa de la región, incluidas las contribuciones de los pueblos nativos (por ejemplo, los Paiute, los Coast Salish), los afroamericanos, los europeos (por ejemplo, los españoles en California), los mexicanos, los chinos, los japoneses y los grupos inmigrantes de otras regiones del mundo a lo largo del tiempo.
4;Geografía, historia y pueblos de América del Norte;Tema 4e: La expansión de Estados Unidos a lo largo del tiempo y sus regiones en la actualidad: Occidente;HSS.4.T4e.04;Explique cómo los desastres, como la sequía y los incendios forestales, han afectado a la región y cómo el gobierno y los ciudadanos han respondido a los eventos catastróficos.
4;Geografía, historia y pueblos de América del Norte;Tema 4e: La expansión de Estados Unidos a lo largo del tiempo y sus regiones en la actualidad: Occidente;HSS.4.T4e.05;Utilizando recursos como atlas impresos y en línea, o sitios web estatales, construya un mapa de un estado en la región Oeste que proporcione información sobre características físicas (por ejemplo, vías fluviales y montañas), puntos de referencia importantes, parques nacionales y sitios históricos y que incluya un título, escala, brújula y clave de mapa.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 1: Colonización temprana y crecimiento de colonias;HSS.5.T1.01;Explicar las primeras relaciones de los colonos ingleses con los pueblos nativos en los años 1600 y 1700, incluido el impacto de las enfermedades introducidas por los europeos en la reducción severa de las poblaciones nativas, las diferentes opiniones sobre la propiedad o el uso de la tierra, los derechos de propiedad y los conflictos entre los dos grupos (por ejemplo, las guerras de los Pequot y del Rey Felipe en Nueva Inglaterra).
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 1: Colonización temprana y crecimiento de colonias;HSS.5.T1.02;Compare las diferentes razones por las que se establecieron las colonias e investigue a uno de los fundadores de una colonia (por ejemplo, Lord Baltimore en Maryland, William Penn en Pensilvania, John Smith en Virginia, Roger Williams en Rhode Island, John Winthrop en Massachusetts).
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 1: Colonización temprana y crecimiento de colonias;HSS.5.T1.03;Analice las razones por las que los colonos ingleses tuvieron la mayor influencia en el idioma, las instituciones políticas y los principios políticos del país que se convirtió en los Estados Unidos de América, a pesar de que otras naciones europeas importantes también exploraron América del Norte (por ejemplo, el número relativamente pequeño de colonos de otras naciones, la historia de autogobierno de Inglaterra, las altas tasas de alfabetización y la fuerte posición económica y militar en el mundo).
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 1: Colonización temprana y crecimiento de colonias;HSS.5.T1.04;"En un mapa de los Estados Unidos, ubique las primeras 13 colonias y describa el impacto de las diferencias regionales en el clima sobre los tipos de cultivos que podrían cultivarse o cosecharse de manera rentable en las colonias del Norte, del Atlántico Medio y del Sur; describa las diversas fuentes de mano de obra (por ejemplo, colonos autónomos, aprendices, empleados, sirvientes contratados, africanos libres y esclavizados)."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 1: Colonización temprana y crecimiento de colonias;HSS.5.T1.05;Describa los orígenes de la esclavitud, su estatus legal en todas las colonias hasta el siglo XVIII y la prevalencia de la propiedad de esclavos, incluso por parte de muchos de los primeros líderes del país (por ejemplo, George Washington, Thomas Jefferson, James Madison, George Mason).
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 1: Colonización temprana y crecimiento de colonias;HSS.5.T1.06;Describe el comercio triangular y las duras condiciones de los viajes transatlánticos (llamados el Paso Medio) para los africanos esclavizados.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 1: Colonización temprana y crecimiento de colonias;HSS.5.T1.07;"Compare y contraste las condiciones de vida y de trabajo de los africanos esclavizados y libres en las colonias en el siglo XVIII, y explique cómo algunas personas esclavizadas buscaron su libertad. a. Los afroamericanos esclavizados eran propiedad que podía ser comprada, vendida y separada de sus familias por sus dueños; generalmente no se les enseñaba a leer ni a escribir, y generalmente no poseían propiedades; sufrían muchos tipos de abuso y podían ser castigados si eran atrapados después de huir de sus amos. Una serie de rebeliones de esclavos resultaron de estas duras condiciones. b. Muchos africanos esclavizados se convirtieron en artesanos calificados, como ebanistas, toneleros y herreros, y podían ser contratados para trabajar. c. Algunos africanos llegaron a América como sirvientes contratados o marineros y fueron liberados cuando completaron su servicio; a algunos antiguos esclavos se les concedió la libertad y algunos en el Norte emprendieron acciones legales para obtener su libertad (por ejemplo, en Massachusetts, Elizabeth Freeman, Quock Walker y Prince Hall). d. Los estados del Norte adoptaron una emancipación gradual (por ejemplo, Massachusetts prohibió la esclavitud en 1783 y no aparecen personas esclavizadas en el censo de Massachusetts de 1790); los afroamericanos libres podían formar familias, poseer propiedades, tener empleos y ganarse la vida. Fuentes primarias sugeridas para el Tema 1 del Apéndice D: Williamsburg colonial: historia y ciudadanía (década de 1700); Mount Vernon de George Washington: esclavitud (c. década de 1790); y la esclavitud en Monticello: paradoja de la libertad (c. década de 1790)."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 2: Razones de la revolución, la Guerra Revolucionaria y la formación del gobierno;HSS.5.T2.01;"Explicar las razones de la Guerra Francesa e India y cómo sus costos llevaron a una revisión de la política imperial británica; explicar las políticas británicas clave y la respuesta colonial a ellas. a. políticas: la Proclamación de 1763, la Ley del Azúcar (1764), la Ley del Timbre (1765), los Derechos de Townsend (1767), la Ley del Té (1773), las Leyes Intolerables (1774) b. el lema, ?no hay impuestos sin representación? c. los roles del Congreso de la Ley del Timbre, los Hijos de la Libertad y el Té de Boston (1773), las Resoluciones de Suffolk (1774), en las que Massachusetts declaró un boicot a los productos británicos, las primeras batallas entre los colonos de Massachusetts y los soldados británicos en Lexington, Concord y Bunker Hill (1775) y la evacuación de los británicos de Boston (1776) d. El papel de las mujeres en el boicot a los textiles y el té británicos, en los escritos de apoyo a la libertad, en la gestión de granjas y negocios familiares, en la recaudación de fondos para la guerra y en el apoyo al Ejército Continental (décadas de 1760-1780)."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 2: Razones de la revolución, la Guerra Revolucionaria y la formación del gobierno;HSS.5.T2.02;En un mapa histórico del área de Boston en la década de 1770, ubique sitios importantes en el período prerrevolucionario y revolucionario y analice el papel y la importancia de la gente de Massachusetts, como Samuel Adams, Crispus Attucks, John Hancock, James Otis, Paul Revere, John y Abigail Adams, Mercy Otis Warren, Phillis Wheatley y Peter Salem.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 2: Razones de la revolución, la Guerra Revolucionaria y la formación del gobierno;HSS.5.T2.03;Explique el desarrollo de los gobiernos coloniales y describa cómo estos desarrollos (por ejemplo, cuerpos legislativos, reuniones municipales y cartas sobre libertades y derechos individuales) contribuyeron a la Revolución.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 2: Razones de la revolución, la Guerra Revolucionaria y la formación del gobierno;HSS.5.T2.04;Lea la Declaración de Independencia (1776), explique su argumento principal, las razones dadas para buscar la independencia, el significado de las ideas clave sobre la igualdad y los derechos naturales y legales, y el estado de derecho.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 2: Razones de la revolución, la Guerra Revolucionaria y la formación del gobierno;HSS.5.T2.05;"Describa el impacto de los acontecimientos a medida que continuaba la Guerra de Independencia; localice los lugares de los acontecimientos en un mapa y explique los factores que llevaron a la victoria estadounidense y la derrota británica. a. Las batallas de Trenton en Nueva Jersey (1776) y Saratoga en Nueva York (1777). b. El campamento de invierno del Ejército Continental en Valley Forge, Delaware (1777-1778). c. La batalla de Yorktown, Virginia (1781)."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 2: Razones de la revolución, la Guerra Revolucionaria y la formación del gobierno;HSS.5.T2.06;Explique que muchos estadounidenses permanecieron leales a la Corona británica o permanecieron neutrales en el conflicto y que los pueblos indígenas y los africanos libres y esclavizados lucharon en ambos bandos en la Revolución.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 2: Razones de la revolución, la Guerra Revolucionaria y la formación del gobierno;HSS.5.T2.07;Compare y contraste el impacto de las acciones de líderes importantes (por ejemplo, John Adams, Benjamin Franklin, el rey Jorge III, Edmund Burke, Thomas Jefferson, Alexander Hamilton, James Madison, George Washington, el marqués de Lafayette) durante la Revolución y los primeros años de la República de los Estados Unidos.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 2: Razones de la revolución, la Guerra Revolucionaria y la formación del gobierno;HSS.5.T2.08;Explique las razones para la adopción de los Artículos de la Confederación en 1781, las debilidades de los Artículos como plan de gobierno y las razones de su fracaso.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 2: Razones de la revolución, la Guerra Revolucionaria y la formación del gobierno;HSS.5.T2.09;"Analice las causas de la Rebelión de Shays de 1786-1787 y explique por qué fue uno de los eventos cruciales que condujeron a la Convención Constitucional. Fuentes primarias clave para el Tema 2 en el Apéndice D: Carta de Abigail Adams a John Adams, 31 de marzo - 5 de abril de 1776 («¿Recuerdas a las damas?»); Un mapa preciso de los alrededores de Boston, Nueva Inglaterra, de las mejores autoridades (1776) o un mapa similar de Massachusetts de la época. La Declaración de Independencia (1776). Fuentes primarias sugeridas para el Tema 2 en el Apéndice D: John Singleton Copley, Paul Revere (1768), retrato, Museo de Bellas Artes, Boston."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 3: Principios del Gobierno de los Estados Unidos;HSS.5.T3.01;Lea el Preámbulo y las secciones de la Constitución y explique cómo estos escritos reflejan los siguientes principios políticos: derechos y responsabilidades individuales, igualdad, estado de derecho, bienestar general, gobierno limitado y democracia representativa.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 3: Principios del Gobierno de los Estados Unidos;HSS.5.T3.02;"Explique cómo los redactores de la Constitución dividieron y compartieron poderes entre las tres ramas del gobierno de los Estados Unidos; describa la función de cada rama y el sistema de controles y equilibrios."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 3: Principios del Gobierno de los Estados Unidos;HSS.5.T3.03;Describir las responsabilidades del gobierno a nivel federal, estatal y local (por ejemplo, la protección de los derechos individuales y la prestación de servicios como la aplicación de la ley y la construcción y financiación de escuelas).
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 3: Principios del Gobierno de los Estados Unidos;HSS.5.T3.04;"Analice la importancia de los principales temas debatidos por los miembros de la Convención Constitucional (por ejemplo, la distribución del poder político, los derechos de los individuos, los derechos de los estados, las tensiones entre estados con poblaciones grandes y pequeñas, la composición del Senado y el colegio electoral, la esclavitud y la cuestión de cómo se contarían los esclavos en el censo); explique por qué los redactores aceptaron el Compromiso 3/5 para mantener unidos a los estados y cómo la decisión reforzó la institución de la esclavitud y el poder de los estados en los que la esclavitud era particularmente frecuente."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 3: Principios del Gobierno de los Estados Unidos;HSS.5.T3.05;Explique que los derechos de voto y los derechos de propiedad no se extendieron a las mujeres en la nueva Constitución.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 3: Principios del Gobierno de los Estados Unidos;HSS.5.T3.06;"Lea la Declaración de Derechos y explique las libertades que garantiza; investigue el contexto histórico de una de las diez primeras Enmiendas y argumente con evidencia su inclusión en la Declaración de Derechos de 1791. Aclaración: Estos estándares tienen un carácter introductorio. Los estudiantes estudiarán el gobierno de los Estados Unidos en un curso de Educación Cívica de 8.º grado y repasarán los principios de gobierno en los cursos de secundaria de Historia de los Estados Unidos I y II. Fuentes primarias clave para el Tema 3 en el Apéndice D: La Constitución de los Estados Unidos (1787) y la Declaración de Derechos de los Estados Unidos (1791)."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 4: El crecimiento de la República;HSS.5.T4.01;"Identifique a los tres primeros presidentes de los Estados Unidos (George Washington, 1787-1797, John Adams, 1797-1801, y Thomas Jefferson, 1801-1809); resuma los acontecimientos clave durante su tiempo (por ejemplo, la fundación de partidos políticos en la década de 1790; el primer Banco de los EE. UU., las Leyes de Extranjería y Sedición en 1798; la Compra de Luisiana de 1803, la Revolución Haitiana en 1804), y evalúe su liderazgo de la nueva nación."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 4: El crecimiento de la República;HSS.5.T4.02;Evaluar la importancia para la nación de la Compra de Luisiana y rastrear la expedición de Meriwether Lewis y William Clark, con Sacagawea y el Cuerpo de Descubrimiento, de 1803 a 1806.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 4: El crecimiento de la República;HSS.5.T4.03;Describa las causas de la Guerra de 1812 y cómo los acontecimientos durante la guerra contribuyeron al sentimiento de nacionalismo estadounidense. a. Restricciones británicas al comercio y la requisición. b. Principales batallas y acontecimientos de la guerra, incluyendo el papel del USS Constitution, el incendio del Capitolio y la Casa Blanca, y la Batalla de Nueva Orleans.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 4: El crecimiento de la República;HSS.5.T4.04;En un mapa de Nueva Inglaterra, ubique las ciudades y pueblos que desempeñaron papeles importantes en el desarrollo de las industrias textiles y de maquinaria, la caza de ballenas, el transporte marítimo y el comercio con China en los siglos XVIII y XIX y dé ejemplos de los beneficios y costos a corto y largo plazo de estas industrias.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 4: El crecimiento de la República;HSS.5.T4.05;Explicar los conflictos del siglo XIX entre los pueblos indígenas y los gobiernos nacionales, estatales y locales en los Estados Unidos sobre la propiedad de la tierra y los derechos al autogobierno. a. El llamado del líder shawnee Tecumseh para que los pueblos indígenas se unieran en la resistencia a la toma de sus tierras (1810) b. El presidente Andrew Jackson y la Ley de Remoción de los Indios (1830), que obligó a las comunidades nativas a mudarse de sus tierras ancestrales en el sudeste a territorio al oeste del río Misisipi c. La Revuelta de Mashpee (1833), una disputa sobre el autogobierno en el distrito indígena de Mashpee en Massachusetts d. La importancia del Sendero de las Lágrimas (1838) para los Cherokee y otras comunidades nativas del sureste Fuente principal clave para el Tema 4 en el Apéndice D Tecumseh, Llamado a la Resistencia Panindia (1810) Fuentes primarias y secundarias sugeridas para el Tema 4 en el Apéndice D La expedición de Lewis y Clark (1803-1806) La bandera estrellada: la bandera que inspiró a una nación (1814) Arte de exportación asiático (siglos XVIII-XIX), Museo Peabody Essex, Historia ballenera de Salem (siglo XIX), Museo ballenero de New Bedford y puerto marítimo de Mystic
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 5: La esclavitud, el legado de la Guerra Civil y la lucha por los derechos civiles para todos;HSS.5.T5.01;"Rastrear la abolición de la esclavitud estado por estado en los estados del norte en los siglos XVIII y XIX y la expansión de la esclavitud a los estados del oeste; explicar los efectos de la ley de 1808 que prohibió la importación de esclavos a los Estados Unidos y explicar cómo, no obstante, un sólido comercio de esclavos continuó dentro de los Estados Unidos hasta mediados del siglo XIX."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 5: La esclavitud, el legado de la Guerra Civil y la lucha por los derechos civiles para todos;HSS.5.T5.02;"Identifique las principales razones de la Guerra Civil (por ejemplo, la esclavitud, la competencia política y económica en los territorios occidentales, el surgimiento del Partido Republicano) y los resultados más importantes de la guerra (por ejemplo, el fin de la esclavitud, la Reconstrucción, el papel ampliado del gobierno federal, el crecimiento industrial en el Norte). Declaración aclaratoria: En cuarto grado, los estudiantes conocieron la Guerra Civil mientras aprendían sobre los estados de la Confederación y la Unión; estudiarán la Guerra Civil con mayor profundidad en la escuela secundaria."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 5: La esclavitud, el legado de la Guerra Civil y la lucha por los derechos civiles para todos;HSS.5.T5.03;Explicar las ideas y los roles de algunas de las personas de la era anterior a la Guerra Civil que lideraron la lucha contra la esclavitud (abolicionismo) y por el derecho al voto y a la propiedad de los afroamericanos (por ejemplo, Harriet Tubman, Nat Turner, Sojourner Truth, Frederick Douglass, William Lloyd Garrison, Harriet Beecher Stowe).
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 5: La esclavitud, el legado de la Guerra Civil y la lucha por los derechos civiles para todos;HSS.5.T5.04;"Identificar los principales líderes militares y batallas de la Guerra Civil (por ejemplo, Ulysses S. Grant, Robert E. Lee, William Tecumseh Sherman, Stonewall Jackson; batallas de Bull Run, Shiloh, Fredericksburg, Vicksburg, Gettysburg, Appomattox)."
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 5: La esclavitud, el legado de la Guerra Civil y la lucha por los derechos civiles para todos;HSS.5.T5.05;Describe el papel de Abraham Lincoln en el desarrollo del Partido Republicano y sus acciones como Presidente durante la Guerra Civil, incluida la Proclamación de Emancipación y las Enmiendas 13, 14 y 15 a la Constitución.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 5: La esclavitud, el legado de la Guerra Civil y la lucha por los derechos civiles para todos;HSS.5.T5.06;Explicar las consecuencias de la Proclamación de Emancipación y las Enmiendas 13, 14 y 15 para los derechos de los afroamericanos. a. la defensa de los derechos de las mujeres en torno a la aprobación de las Enmiendas 14 y 15 y su relación con el movimiento posterior por los derechos de las mujeres. b. la obtención del derecho al voto por parte de las mujeres con la aprobación de la Enmienda 19 de 1920.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 5: La esclavitud, el legado de la Guerra Civil y la lucha por los derechos civiles para todos;HSS.5.T5.07;Describa las condiciones de vida de los afroamericanos tras la Guerra Civil, durante la era de las leyes de segregación racial (Jim Crow), incluyendo las limitadas oportunidades educativas y económicas, la segregación de servicios públicos (p. ej., escuelas y universidades, barrios, secciones en autobuses, trenes, restaurantes y cines), la perpetuación organizada de las creencias supremacistas blancas y la amenaza de violencia por parte de grupos ilegales como el Ku Klux Klan. Describa el papel que desempeñaron las iglesias, organizaciones cívicas y periódicos afroamericanos en el apoyo y la unificación de las comunidades afroamericanas.
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 5: La esclavitud, el legado de la Guerra Civil y la lucha por los derechos civiles para todos;HSS.5.T5.08;"Investigue y analice una de las personas, organizaciones, eventos o actos legislativos del siglo XX que contribuyeron a expandir los derechos civiles de los afroamericanos, las mujeres y otros en los Estados Unidos. Declaración aclaratoria: Al abordar este estándar, los estudiantes y maestros pueden optar por centrarse en cualquiera de los siguientes: Personas como Martin Luther King, Jr., Rosa Parks, Ruby Bridges, Thurgood Marshall, Edward Brooke, Jackie Robinson, Marian Anderson, Bayard Rustin, Eleanor Roosevelt, Frances Perkins, Lorraine Hansberry, Gloria Steinem, Betty Friedan, Geraldine Ferraro, César Chávez, Dolores Huerta, Sandra Day O'Connor, Ruth Bader Ginsburg; Organizaciones como la Organización Nacional para el Avance de las Personas de Color (NAACP), la Organización Nacional para las Mujeres (NOW); eventos como la Marcha en Washington de 1963, los esfuerzos de las décadas de 1960 y 1970 para desegregar los sistemas de escuelas públicas de la ciudad en Massachusetts; legislación como la Ley de Igualdad Salarial (1963), la campaña a favor y la posterior derrota de la Enmienda de Igualdad de Derechos (década de 1970), la promulgación del Título IX (prohibición de la discriminación por motivos de género, 1972)"
5; Historia de los Estados Unidos hasta la Guerra Civil y el Movimiento por los Derechos Civiles Moderno;Tema 5: La esclavitud, el legado de la Guerra Civil y la lucha por los derechos civiles para todos;HSS.5.T5.09;"Explique cómo el movimiento por los derechos civiles de los afroamericanos del siglo XX sirvió de modelo para otros movimientos por los derechos civiles (p. ej., la segunda fase del movimiento feminista en las décadas de 1960 y 1970, el movimiento por los derechos de las personas con discapacidad y el movimiento LGBTQ). Aclaración: Estos estándares del siglo XX están diseñados para que los estudiantes sean conscientes de que el movimiento para extender la igualdad a todos tiene sus raíces en las ideas del siglo XVIII y es la razón por la que los documentos fundacionales son relevantes para todos los períodos de la historia de Estados Unidos. Los vínculos entre la libertad, la justicia y la igualdad siguen siendo centrales en la vida cívica colectiva de la nación hoy en día. Fuentes primarias clave en el Apéndice D. Desfile por el progreso: Procesión por el sufragio femenino en Washington D. C. (1913). Extractos del discurso ""Tengo un sueño"" de Martin Luther King, Jr. (1963). Fuente primaria sugerida en el Apéndice D. Mapas del derecho al voto de las mujeres en 1880 y 1910."
6; Geografía mundial y civilizaciones antiguas I;Tema 1: Estudio de sociedades complejas, pasadas y presentes;HSS.6.T1.01;Explique cómo los diferentes campos académicos de las ciencias sociales se concentran en diferentes medios para estudiar las sociedades en el pasado y el presente.
6; Geografía mundial y civilizaciones antiguas I;Tema 1: Estudio de sociedades complejas, pasadas y presentes;HSS.6.T1.02;Dé ejemplos de formas en que una interpretación histórica actual podría basarse en, ampliar o rechazar una interpretación del pasado.
6; Geografía mundial y civilizaciones antiguas I;Tema 1: Estudio de sociedades complejas, pasadas y presentes;HSS.6.T1.03;Dé ejemplos de cómo arqueólogos, historiadores, geógrafos, economistas y politólogos trabajan en equipo para analizar evidencia, desarrollar hipótesis y construir interpretaciones de civilizaciones antiguas y clásicas. Aclaración: Basándose en lo aprendido por los estudiantes sobre educación cívica, economía, geografía e historia en grados anteriores, los estándares de 6.º y 7.º grado están diseñados para profundizar su comprensión de cómo las disciplinas de las ciencias sociales pueden utilizarse sistemáticamente en el estudio de países, regiones y el pasado.
6; Geografía mundial y civilizaciones antiguas I;Tema 2: Orígenes humanos, las eras Neolítica y Paleolítica;HSS.6.T2.01;Describe los grandes cambios climáticos y ambientales que dieron forma a la Tierra y finalmente permitieron el crecimiento de la vida humana. Declaración aclaratoria: Los estándares de sexto grado para Ciencias de la Tierra y el Espacio del Marco de Ciencia y Tecnología/Ingeniería (2016) abordan el registro fósil y el concepto de tiempo geológico.
6; Geografía mundial y civilizaciones antiguas I;Tema 2: Orígenes humanos, las eras Neolítica y Paleolítica;HSS.6.T2.02;Identificar los sitios donde los arqueólogos han encontrado evidencia del origen de los seres humanos modernos y explicar las teorías actuales sobre cómo los grupos humanos se desplazaron desde África a lo largo del tiempo hacia los continentes que hoy conocemos como Asia, Europa, América y Oceanía. Dar ejemplos de cómo la investigación arqueológica en curso aporta nuevos datos que modifican las interpretaciones sobre la datación de las migraciones y los asentamientos.
6; Geografía mundial y civilizaciones antiguas I;Tema 2: Orígenes humanos, las eras Neolítica y Paleolítica;HSS.6.T2.03;Explique que el término Era Paleolítica se refiere al período de la historia humana más temprana, que comenzó hace aproximadamente 2,6 millones de años hasta hace aproximadamente 11.700 años, caracterizado por el primer uso de herramientas de piedra, fuego, armas de caza y recolección y, hace unos 50.000 años, por pinturas rupestres, esculturas, herramientas y artefactos que utilizaban diversos materiales como hueso, concha, piedra, pigmentos minerales y madera.
6; Geografía mundial y civilizaciones antiguas I;Tema 2: Orígenes humanos, las eras Neolítica y Paleolítica;HSS.6.T2.04;Explique que el término Era Neolítica se refiere al período que comienza hace unos 10.000 años hasta aproximadamente 4500 o 2000 a. C. en diferentes partes del mundo, en el que se inventaron y perfeccionaron las tecnologías de la agricultura (cultivo de cosechas y domesticación de animales) y la metalurgia (minería y elaboración de metales), y en el que comienzan a aparecer sociedades complejas.
6; Geografía mundial y civilizaciones antiguas I;Tema 2: Orígenes humanos, las eras Neolítica y Paleolítica;HSS.6.T2.05;Explique cómo pueden diferir las sociedades complejas que practican la agricultura: algunas se desarrollan hasta convertirse en comunidades asentadas de manera permanente, otras son nómadas y trasladan ganado de un lugar a otro, y algunas cultivan la tierra temporalmente y se mudan a otro lugar cuando una parcela de tierra ya no es productiva.
6; Geografía mundial y civilizaciones antiguas I;Tema 2: Orígenes humanos, las eras Neolítica y Paleolítica;HSS.6.T2.06;Explique que los académicos han intentado definir las características de una sociedad compleja (a veces llamada ?civilización?) desde principios del siglo XX, y aunque los debates continúan, muchos citan estas características: a. una economía que produce excedentes de alimentos b. poblaciones densas en áreas o ciudades distintas c. clases sociales estratificadas d. ocupaciones especializadas e. sistemas desarrollados de gobierno, religión y aprendizaje f. logros en tecnología, arte y arquitectura monumental g. sistemas de mantenimiento de registros, ya sean escritos u orales
6; Geografía mundial y civilizaciones antiguas I;Tema 2: Orígenes humanos, las eras Neolítica y Paleolítica;HSS.6.T2.07;Explicar las formas en que las sociedades complejas interactúan y se propagan de una región a otra (por ejemplo, mediante comercio, intercambios culturales o lingüísticos, migración, conversión religiosa, conquista o colonización).
